coin,tf,signal,lev,mode,period,bh_ret,ret,beat_bh,n_trades,win_rate,max_dd
XRP,1h,c>ema50,3,L+S,bull_2020,13.87,-184.19,False,786,0.14,515.0
XRP,1h,c>ema100,1,L,bull_2020,13.87,99.27,True,244,0.143,41.82
XRP,1h,c>ema100,1,L+S,bull_2020,13.87,111.26,True,489,0.143,63.45
XRP,1h,c>ema100,2,L,bull_2020,13.87,198.54,True,244,0.143,83.64
XRP,1h,c>ema100,2,L+S,bull_2020,13.87,222.52,True,489,0.143,126.9
XRP,1h,c>ema100,3,L,bull_2020,13.87,297.82,True,244,0.143,125.45
XRP,1h,c>ema100,3,L+S,bull_2020,13.87,333.77,True,489,0.143,190.34
XRP,1h,c>ema200,1,L,bull_2020,13.87,125.87,True,154,0.156,38.83
XRP,1h,c>ema200,1,L+S,bull_2020,13.87,154.3,True,309,0.155,61.49
XRP,1h,c>ema200,2,L,bull_2020,13.87,251.74,True,154,0.156,77.65
XRP,1h,c>ema200,2,L+S,bull_2020,13.87,308.61,True,309,0.155,122.97
XRP,1h,c>ema200,3,L,bull_2020,13.87,377.61,True,154,0.156,116.48
XRP,1h,c>ema200,3,L+S,bull_2020,13.87,462.91,True,309,0.155,184.46
XRP,1h,macd12/26,1,L,bull_2020,13.87,-1.27,False,345,0.351,59.72
XRP,1h,macd12/26,1,L+S,bull_2020,13.87,-68.73,False,689,0.321,144.24
XRP,1h,macd12/26,2,L,bull_2020,13.87,-2.55,False,345,0.351,119.44
XRP,1h,macd12/26,2,L+S,bull_2020,13.87,-137.46,False,689,0.321,288.48
XRP,1h,macd12/26,3,L,bull_2020,13.87,-3.82,False,345,0.351,179.16
XRP,1h,macd12/26,3,L+S,bull_2020,13.87,-206.2,False,689,0.321,432.72
XRP,1h,macd26/52,1,L,bull_2020,13.87,70.58,True,161,0.311,43.36
XRP,1h,macd26/52,1,L+S,bull_2020,13.87,61.64,True,322,0.289,125.18
XRP,1h,macd26/52,2,L,bull_2020,13.87,141.17,True,161,0.311,86.72
XRP,1h,macd26/52,2,L+S,bull_2020,13.87,123.28,True,322,0.289,250.36
XRP,1h,macd26/52,3,L,bull_2020,13.87,211.75,True,161,0.311,130.08
XRP,1h,macd26/52,3,L+S,bull_2020,13.87,184.91,True,322,0.289,375.54
XRP,1h,st2.0,1,L,bull_2020,13.87,47.86,True,165,0.327,70.24
XRP,1h,st2.0,1,L+S,bull_2020,13.87,8.41,False,329,0.319,184.12
XRP,1h,st2.0,2,L,bull_2020,13.87,95.72,True,165,0.327,140.47
XRP,1h,st2.0,2,L+S,bull_2020,13.87,16.82,True,329,0.319,368.24
XRP,1h,st2.0,3,L,bull_2020,13.87,143.59,True,165,0.327,210.71
XRP,1h,st2.0,3,L+S,bull_2020,13.87,25.23,True,329,0.319,552.36
XRP,1h,st3.0,1,L,bull_2020,13.87,49.09,True,90,0.311,58.9
XRP,1h,st3.0,1,L+S,bull_2020,13.87,21.32,True,180,0.322,144.0
XRP,1h,st3.0,2,L,bull_2020,13.87,98.17,True,90,0.311,117.79
XRP,1h,st3.0,2,L+S,bull_2020,13.87,42.64,True,180,0.322,287.99
XRP,1h,st3.0,3,L,bull_2020,13.87,147.26,True,90,0.311,176.69
XRP,1h,st3.0,3,L+S,bull_2020,13.87,63.96,True,180,0.322,431.99
XRP,1h,ema10/30,1,L,bull_2021,277.94,156.48,False,164,0.268,51.97
XRP,1h,ema10/30,1,L+S,bull_2021,277.94,86.03,False,328,0.277,75.86
XRP,1h,ema10/30,2,L,bull_2021,277.94,312.96,True,164,0.268,103.95
XRP,1h,ema10/30,2,L+S,bull_2021,277.94,172.07,False,328,0.277,151.73
XRP,1h,ema10/30,3,L,bull_2021,277.94,469.44,True,164,0.268,155.92
XRP,1h,ema10/30,3,L+S,bull_2021,277.94,258.1,False,328,0.277,227.59
XRP,1h,ema20/50,1,L,bull_2021,277.94,235.54,False,73,0.342,43.7
XRP,1h,ema20/50,1,L+S,bull_2021,277.94,197.13,False,147,0.347,68.45
XRP,1h,ema20/50,2,L,bull_2021,277.94,471.07,True,73,0.342,87.4
XRP,1h,ema20/50,2,L+S,bull_2021,277.94,394.27,True,147,0.347,136.89
XRP,1h,ema20/50,3,L,bull_2021,277.94,706.61,True,73,0.342,131.1
XRP,1h,ema20/50,3,L+S,bull_2021,277.94,591.4,True,147,0.347,205.34
XRP,1h,ema20/100,1,L,bull_2021,277.94,196.43,False,53,0.283,60.82
XRP,1h,ema20/100,1,L+S,bull_2021,277.94,131.78,False,107,0.308,65.69
XRP,1h,ema20/100,2,L,bull_2021,277.94,392.85,True,53,0.283,121.64
XRP,1h,ema20/100,2,L+S,bull_2021,277.94,263.56,False,107,0.308,131.39
XRP,1h,ema20/100,3,L,bull_2021,277.94,589.28,True,53,0.283,182.46
XRP,1h,ema20/100,3,L+S,bull_2021,277.94,395.33,True,107,0.308,197.08
XRP,1h,ema50/200,1,L,bull_2021,277.94,248.72,False,19,0.368,53.01
XRP,1h,ema50/200,1,L+S,bull_2021,277.94,209.31,False,39,0.333,68.95
XRP,1h,ema50/200,2,L,bull_2021,277.94,497.44,True,19,0.368,106.03
XRP,1h,ema50/200,2,L+S,bull_2021,277.94,418.62,True,39,0.333,137.91
XRP,1h,ema50/200,3,L,bull_2021,277.94,746.16,True,19,0.368,159.04
XRP,1h,ema50/200,3,L+S,bull_2021,277.94,627.93,True,39,0.333,206.86
XRP,1h,ema5/20,1,L,bull_2021,277.94,148.95,False,262,0.248,55.51
XRP,1h,ema5/20,1,L+S,bull_2021,277.94,76.28,False,524,0.275,97.46
XRP,1h,ema5/20,2,L,bull_2021,277.94,297.91,True,262,0.248,111.01
XRP,1h,ema5/20,2,L+S,bull_2021,277.94,152.56,False,524,0.275,194.93
XRP,1h,ema5/20,3,L,bull_2021,277.94,446.86,True,262,0.248,166.52
XRP,1h,ema5/20,3,L+S,bull_2021,277.94,228.83,False,524,0.275,292.39
XRP,1h,ema10/50,1,L,bull_2021,277.94,281.38,True,118,0.28,45.52
XRP,1h,ema10/50,1,L+S,bull_2021,277.94,277.96,True,237,0.291,68.78
