coin,tf,signal,lev,mode,period,ret,bh_ret,beat_bh,n_trades,win_rate,max_dd
BTC,4h,ema5/20,1,L,bear_2024h1,26.55,43.5,False,29,0.379,13.31
BTC,4h,ema5/20,1,L+S,bear_2024h1,8.22,43.5,False,58,0.31,25.3
BTC,4h,ema5/20,2,L,bear_2024h1,53.09,43.5,True,29,0.379,26.62
BTC,4h,ema5/20,2,L+S,bear_2024h1,16.43,43.5,False,58,0.31,50.59
BTC,4h,ema5/20,3,L,bear_2024h1,79.64,43.5,True,29,0.379,39.93
BTC,4h,ema5/20,3,L+S,bear_2024h1,24.65,43.5,False,58,0.31,75.89
BTC,4h,c>ema50,1,L,bear_2024h1,23.45,43.5,False,45,0.289,20.92
BTC,4h,c>ema50,1,L+S,bear_2024h1,2.14,43.5,False,90,0.211,40.34
BTC,4h,c>ema50,2,L,bear_2024h1,46.91,43.5,True,45,0.289,41.84
BTC,4h,c>ema50,2,L+S,bear_2024h1,4.29,43.5,False,90,0.211,80.67
BTC,4h,c>ema50,3,L,bear_2024h1,70.36,43.5,True,45,0.289,62.76
BTC,4h,c>ema50,3,L+S,bear_2024h1,6.43,43.5,False,90,0.211,121.01
BTC,4h,c>ema100,1,L,bear_2024h1,37.36,43.5,False,26,0.269,21.37
BTC,4h,c>ema100,1,L+S,bear_2024h1,23.06,43.5,False,53,0.208,39.02
BTC,4h,c>ema100,2,L,bear_2024h1,74.71,43.5,True,26,0.269,42.74
BTC,4h,c>ema100,2,L+S,bear_2024h1,46.12,43.5,True,53,0.208,78.04
BTC,4h,c>ema100,3,L,bear_2024h1,112.07,43.5,True,26,0.269,64.11
BTC,4h,c>ema100,3,L+S,bear_2024h1,69.17,43.5,True,53,0.208,117.07
BTC,4h,c>ema200,1,L,bear_2024h1,37.35,43.5,False,16,0.312,8.95
BTC,4h,c>ema200,1,L+S,bear_2024h1,26.61,43.5,False,32,0.25,22.13
BTC,4h,c>ema200,2,L,bear_2024h1,74.71,43.5,True,16,0.312,17.9
BTC,4h,c>ema200,2,L+S,bear_2024h1,53.21,43.5,True,32,0.25,44.26
BTC,4h,c>ema200,3,L,bear_2024h1,112.06,43.5,True,16,0.312,26.85
BTC,4h,c>ema200,3,L+S,bear_2024h1,79.82,43.5,True,32,0.25,66.39
BTC,4h,macd12/26,1,L,bear_2024h1,-3.41,43.5,False,48,0.333,31.24
BTC,4h,macd12/26,1,L+S,bear_2024h1,-52.73,43.5,False,95,0.326,66.0
BTC,4h,macd12/26,2,L,bear_2024h1,-6.81,43.5,False,48,0.333,62.49
BTC,4h,macd12/26,2,L+S,bear_2024h1,-105.46,43.5,False,95,0.326,132.0
BTC,4h,macd12/26,3,L,bear_2024h1,-10.22,43.5,False,48,0.333,93.73
BTC,4h,macd12/26,3,L+S,bear_2024h1,-158.2,43.5,False,95,0.326,198.0
BTC,4h,macd26/52,1,L,bear_2024h1,28.12,43.5,False,25,0.36,6.45
BTC,4h,macd26/52,1,L+S,bear_2024h1,11.38,43.5,False,50,0.34,23.0
BTC,4h,macd26/52,2,L,bear_2024h1,56.25,43.5,True,25,0.36,12.91
BTC,4h,macd26/52,2,L+S,bear_2024h1,22.76,43.5,False,50,0.34,46.01
BTC,4h,macd26/52,3,L,bear_2024h1,84.37,43.5,True,25,0.36,19.36
BTC,4h,macd26/52,3,L+S,bear_2024h1,34.14,43.5,False,50,0.34,69.01
BTC,4h,st2.0,1,L,bear_2024h1,12.68,43.5,False,22,0.5,27.73
BTC,4h,st2.0,1,L+S,bear_2024h1,-19.26,43.5,False,44,0.386,47.19
BTC,4h,st2.0,2,L,bear_2024h1,25.36,43.5,False,22,0.5,55.46
BTC,4h,st2.0,2,L+S,bear_2024h1,-38.52,43.5,False,44,0.386,94.37
BTC,4h,st2.0,3,L,bear_2024h1,38.04,43.5,False,22,0.5,83.19
BTC,4h,st2.0,3,L+S,bear_2024h1,-57.78,43.5,False,44,0.386,141.56
BTC,4h,st3.0,1,L,bear_2024h1,24.7,43.5,False,12,0.333,15.31
BTC,4h,st3.0,1,L+S,bear_2024h1,-1.56,43.5,False,25,0.32,37.22
BTC,4h,st3.0,2,L,bear_2024h1,49.4,43.5,True,12,0.333,30.62
BTC,4h,st3.0,2,L+S,bear_2024h1,-3.13,43.5,False,25,0.32,74.43
BTC,4h,st3.0,3,L,bear_2024h1,74.1,43.5,True,12,0.333,45.93
BTC,4h,st3.0,3,L+S,bear_2024h1,-4.69,43.5,False,25,0.32,111.65
BTC,4h,st4.0,1,L,bear_2024h1,21.33,43.5,False,8,0.25,17.46
BTC,4h,st4.0,1,L+S,bear_2024h1,-8.59,43.5,False,17,0.294,42.1
BTC,4h,st4.0,2,L,bear_2024h1,42.66,43.5,False,8,0.25,34.93
BTC,4h,st4.0,2,L+S,bear_2024h1,-17.17,43.5,False,17,0.294,84.2
BTC,4h,st4.0,3,L,bear_2024h1,63.99,43.5,True,8,0.25,52.39
BTC,4h,st4.0,3,L+S,bear_2024h1,-25.76,43.5,False,17,0.294,126.3
BTC,4h,ema20/50,1,L,bull_2023,81.92,155.2,False,18,0.333,12.43
BTC,4h,ema20/50,1,L+S,bull_2023,52.47,155.2,False,37,0.297,19.91
BTC,4h,ema20/50,2,L,bull_2023,163.84,155.2,True,18,0.333,24.86
BTC,4h,ema20/50,2,L+S,bull_2023,104.93,155.2,False,37,0.297,39.82
BTC,4h,ema20/50,3,L,bull_2023,245.76,155.2,True,18,0.333,37.3
BTC,4h,ema20/50,3,L+S,bull_2023,157.4,155.2,True,37,0.297,59.73
BTC,4h,ema50/200,1,L,bull_2023,97.82,155.2,False,4,1.0,0.0
BTC,4h,ema50/200,1,L+S,bull_2023,84.42,155.2,False,8,0.625,11.44
BTC,4h,ema50/200,2,L,bull_2023,195.64,155.2,True,4,1.0,0.0
BTC,4h,ema50/200,2,L+S,bull_2023,168.85,155.2,True,8,0.625,22.88
BTC,4h,ema50/200,3,L,bull_2023,293.46,155.2,True,4,1.0,0.0
BTC,4h,ema50/200,3,L+S,bull_2023,253.27,155.2,True,8,0.625,34.32
BTC,4h,ema10/30,1,L,bull_2023,76.42,155.2,False,38,0.289,19.98
BTC,4h,ema10/30,1,L+S,bull_2023,43.61,155.2,False,77,0.247,39.66
BTC,4h,ema10/30,2,L,bull_2023,152.84,155.2,False,38,0.289,39.96
BTC,4h,ema10/30,2,L+S,bull_2023,87.22,155.2,False,77,0.247,79.31
BTC,4h,ema10/30,3,L,bull_2023,229.26,155.2,True,38,0.289,59.95
BTC,4h,ema10/30,3,L+S,bull_2023,130.83,155.2,False,77,0.247,118.97
BTC,4h,ema20/100,1,L,bull_2023,85.18,155.2,False,11,0.364,13.31
BTC,4h,ema20/100,1,L+S,bull_2023,59.04,155.2,False,23,0.304,29.01
BTC,4h,ema20/100,2,L,bull_2023,170.35,155.2,True,11,0.364,26.63
BTC,4h,ema20/100,2,L+S,bull_2023,118.07,155.2,False,23,0.304,58.01
BTC,4h,ema20/100,3,L,bull_2023,255.53,155.2,True,11,0.364,39.94
BTC,4h,ema20/100,3,L+S,bull_2023,177.11,155.2,True,23,0.304,87.02
BTC,4h,ema5/20,1,L,bull_2023,61.48,155.2,False,63,0.238,25.72
BTC,4h,ema5/20,1,L+S,bull_2023,15.17,155.2,False,126,0.198,53.07
BTC,4h,ema5/20,2,L,bull_2023,122.95,155.2,False,63,0.238,51.44
BTC,4h,ema5/20,2,L+S,bull_2023,30.34,155.2,False,126,0.198,106.13
BTC,4h,ema5/20,3,L,bull_2023,184.43,155.2,True,63,0.238,77.16
BTC,4h,ema5/20,3,L+S,bull_2023,45.51,155.2,False,126,0.198,159.2
BTC,4h,c>ema50,1,L,bull_2023,74.66,155.2,False,77,0.208,20.41
BTC,4h,c>ema50,1,L+S,bull_2023,39.46,155.2,False,155,0.161,37.71
BTC,4h,c>ema50,2,L,bull_2023,149.31,155.2,False,77,0.208,40.81
BTC,4h,c>ema50,2,L+S,bull_2023,78.92,155.2,False,155,0.161,75.41
BTC,4h,c>ema50,3,L,bull_2023,223.97,155.2,True,77,0.208,61.22
BTC,4h,c>ema50,3,L+S,bull_2023,118.38,155.2,False,155,0.161,113.12
BTC,4h,c>ema100,1,L,bull_2023,89.93,155.2,False,53,0.208,13.64
BTC,4h,c>ema100,1,L+S,bull_2023,70.39,155.2,False,106,0.179,20.06
BTC,4h,c>ema100,2,L,bull_2023,179.85,155.2,True,53,0.208,27.27
BTC,4h,c>ema100,2,L+S,bull_2023,140.78,155.2,False,106,0.179,40.12
BTC,4h,c>ema100,3,L,bull_2023,269.78,155.2,True,53,0.208,40.91
BTC,4h,c>ema100,3,L+S,bull_2023,211.17,155.2,True,106,0.179,60.18
BTC,4h,c>ema200,1,L,bull_2023,87.51,155.2,False,29,0.172,10.95
BTC,4h,c>ema200,1,L+S,bull_2023,63.36,155.2,False,58,0.155,18.24
BTC,4h,c>ema200,2,L,bull_2023,175.02,155.2,True,29,0.172,21.89
BTC,4h,c>ema200,2,L+S,bull_2023,126.71,155.2,False,58,0.155,36.48
BTC,4h,c>ema200,3,L,bull_2023,262.53,155.2,True,29,0.172,32.84
BTC,4h,c>ema200,3,L+S,bull_2023,190.07,155.2,True,58,0.155,54.73
BTC,4h,macd12/26,1,L,bull_2023,66.49,155.2,False,73,0.384,14.11
BTC,4h,macd12/26,1,L+S,bull_2023,27.42,155.2,False,145,0.359,39.68
BTC,4h,macd12/26,2,L,bull_2023,132.97,155.2,False,73,0.384,28.21
BTC,4h,macd12/26,2,L+S,bull_2023,54.84,155.2,False,145,0.359,79.36
BTC,4h,macd12/26,3,L,bull_2023,199.46,155.2,True,73,0.384,42.32
BTC,4h,macd12/26,3,L+S,bull_2023,82.25,155.2,False,145,0.359,119.03
BTC,4h,macd26/52,1,L,bull_2023,94.8,155.2,False,35,0.371,11.3
BTC,4h,macd26/52,1,L+S,bull_2023,79.8,155.2,False,71,0.352,18.19
BTC,4h,macd26/52,2,L,bull_2023,189.6,155.2,True,35,0.371,22.59
BTC,4h,macd26/52,2,L+S,bull_2023,159.59,155.2,True,71,0.352,36.38
BTC,4h,macd26/52,3,L,bull_2023,284.39,155.2,True,35,0.371,33.89
BTC,4h,macd26/52,3,L+S,bull_2023,239.39,155.2,True,71,0.352,54.57
BTC,4h,st2.0,1,L,bull_2023,81.33,155.2,False,36,0.333,18.34
BTC,4h,st2.0,1,L+S,bull_2023,50.77,155.2,False,73,0.301,26.78
BTC,4h,st2.0,2,L,bull_2023,162.67,155.2,True,36,0.333,36.68
BTC,4h,st2.0,2,L+S,bull_2023,101.53,155.2,False,73,0.301,53.56
BTC,4h,st2.0,3,L,bull_2023,244.0,155.2,True,36,0.333,55.02
BTC,4h,st2.0,3,L+S,bull_2023,152.3,155.2,False,73,0.301,80.34
BTC,4h,st3.0,1,L,bull_2023,81.59,155.2,False,23,0.435,18.79
BTC,4h,st3.0,1,L+S,bull_2023,53.35,155.2,False,47,0.383,29.4
BTC,4h,st3.0,2,L,bull_2023,163.18,155.2,True,23,0.435,37.57
BTC,4h,st3.0,2,L+S,bull_2023,106.7,155.2,False,47,0.383,58.8
BTC,4h,st3.0,3,L,bull_2023,244.78,155.2,True,23,0.435,56.36
BTC,4h,st3.0,3,L+S,bull_2023,160.04,155.2,True,47,0.383,88.19
BTC,4h,st4.0,1,L,bull_2023,82.94,155.2,False,16,0.375,21.49
BTC,4h,st4.0,1,L+S,bull_2023,56.13,155.2,False,33,0.333,34.66
BTC,4h,st4.0,2,L,bull_2023,165.89,155.2,True,16,0.375,42.98
BTC,4h,st4.0,2,L+S,bull_2023,112.25,155.2,False,33,0.333,69.33
BTC,4h,st4.0,3,L,bull_2023,248.83,155.2,True,16,0.375,64.48
BTC,4h,st4.0,3,L+S,bull_2023,168.38,155.2,True,33,0.333,103.99
BTC,1d,ema20/50,1,L,bear_2026q1,-7.22,-26.8,True,1,0.0,0.0
BTC,1d,ema20/50,1,L+S,bear_2026q1,10.59,-26.8,True,3,0.333,7.22
BTC,1d,ema20/50,2,L,bear_2026q1,-14.44,-26.8,True,1,0.0,0.0
BTC,1d,ema20/50,2,L+S,bear_2026q1,21.17,-26.8,True,3,0.333,14.44
BTC,1d,ema20/50,3,L,bear_2026q1,-21.66,-26.8,True,1,0.0,0.0
BTC,1d,ema20/50,3,L+S,bear_2026q1,31.76,-26.8,True,3,0.333,21.66
BTC,1d,ema50/200,1,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,ema50/200,1,L+S,bear_2026q1,26.47,-26.8,True,1,1.0,0.0
BTC,1d,ema50/200,2,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,ema50/200,2,L+S,bear_2026q1,52.93,-26.8,True,1,1.0,0.0
BTC,1d,ema50/200,3,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,ema50/200,3,L+S,bear_2026q1,79.4,-26.8,True,1,1.0,0.0
BTC,1d,ema10/30,1,L,bear_2026q1,-4.7,-26.8,True,1,0.0,0.0
BTC,1d,ema10/30,1,L+S,bear_2026q1,15.53,-26.8,True,3,0.333,4.7
BTC,1d,ema10/30,2,L,bear_2026q1,-9.4,-26.8,True,1,0.0,0.0
BTC,1d,ema10/30,2,L+S,bear_2026q1,31.06,-26.8,True,3,0.333,9.4
BTC,1d,ema10/30,3,L,bear_2026q1,-14.1,-26.8,True,1,0.0,0.0
BTC,1d,ema10/30,3,L+S,bear_2026q1,46.59,-26.8,True,3,0.333,14.1
BTC,1d,ema20/100,1,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,ema20/100,1,L+S,bear_2026q1,26.47,-26.8,True,1,1.0,0.0
BTC,1d,ema20/100,2,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,ema20/100,2,L+S,bear_2026q1,52.93,-26.8,True,1,1.0,0.0
BTC,1d,ema20/100,3,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,ema20/100,3,L+S,bear_2026q1,79.4,-26.8,True,1,1.0,0.0
BTC,1d,ema5/20,1,L,bear_2026q1,-4.48,-26.8,True,2,0.0,1.89
BTC,1d,ema5/20,1,L+S,bear_2026q1,16.52,-26.8,True,5,0.4,4.33
BTC,1d,ema5/20,2,L,bear_2026q1,-8.97,-26.8,True,2,0.0,3.79
BTC,1d,ema5/20,2,L+S,bear_2026q1,33.04,-26.8,True,5,0.4,8.67
BTC,1d,ema5/20,3,L,bear_2026q1,-13.45,-26.8,True,2,0.0,5.68
BTC,1d,ema5/20,3,L+S,bear_2026q1,49.56,-26.8,True,5,0.4,13.0
BTC,1d,c>ema50,1,L,bear_2026q1,-10.3,-26.8,True,2,0.0,7.48
BTC,1d,c>ema50,1,L+S,bear_2026q1,4.41,-26.8,True,5,0.2,14.89
BTC,1d,c>ema50,2,L,bear_2026q1,-20.59,-26.8,True,2,0.0,14.96
BTC,1d,c>ema50,2,L+S,bear_2026q1,8.81,-26.8,True,5,0.2,29.78
BTC,1d,c>ema50,3,L,bear_2026q1,-30.89,-26.8,False,2,0.0,22.44
BTC,1d,c>ema50,3,L+S,bear_2026q1,13.22,-26.8,True,5,0.2,44.67
BTC,1d,c>ema100,1,L,bear_2026q1,-1.54,-26.8,True,1,0.0,0.0
BTC,1d,c>ema100,1,L+S,bear_2026q1,19.55,-26.8,True,3,0.333,1.54
BTC,1d,c>ema100,2,L,bear_2026q1,-3.09,-26.8,True,1,0.0,0.0
BTC,1d,c>ema100,2,L+S,bear_2026q1,39.11,-26.8,True,3,0.333,3.09
BTC,1d,c>ema100,3,L,bear_2026q1,-4.63,-26.8,True,1,0.0,0.0
BTC,1d,c>ema100,3,L+S,bear_2026q1,58.66,-26.8,True,3,0.333,4.63
BTC,1d,c>ema200,1,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,c>ema200,1,L+S,bear_2026q1,26.47,-26.8,True,1,1.0,0.0
BTC,1d,c>ema200,2,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,c>ema200,2,L+S,bear_2026q1,52.93,-26.8,True,1,1.0,0.0
BTC,1d,c>ema200,3,L,bear_2026q1,0.0,-26.8,True,0,0.0,0.0
BTC,1d,c>ema200,3,L+S,bear_2026q1,79.4,-26.8,True,1,1.0,0.0
BTC,1d,macd12/26,1,L,bear_2026q1,-8.39,-26.8,True,3,0.0,8.18
BTC,1d,macd12/26,1,L+S,bear_2026q1,11.01,-26.8,True,5,0.2,8.1
BTC,1d,macd12/26,2,L,bear_2026q1,-16.77,-26.8,True,3,0.0,16.36
BTC,1d,macd12/26,2,L+S,bear_2026q1,22.03,-26.8,True,5,0.2,16.2
BTC,1d,macd12/26,3,L,bear_2026q1,-25.16,-26.8,True,3,0.0,24.54
BTC,1d,macd12/26,3,L+S,bear_2026q1,33.04,-26.8,True,5,0.2,24.3
BTC,1d,macd26/52,1,L,bear_2026q1,-6.51,-26.8,True,1,0.0,0.0
BTC,1d,macd26/52,1,L+S,bear_2026q1,13.61,-26.8,True,3,0.333,6.51
BTC,1d,macd26/52,2,L,bear_2026q1,-13.02,-26.8,True,1,0.0,0.0
BTC,1d,macd26/52,2,L+S,bear_2026q1,27.23,-26.8,True,3,0.333,13.02
BTC,1d,macd26/52,3,L,bear_2026q1,-19.53,-26.8,True,1,0.0,0.0
BTC,1d,macd26/52,3,L+S,bear_2026q1,40.84,-26.8,True,3,0.333,19.53
BTC,1d,st2.0,1,L,bear_2026q1,-5.95,-26.8,True,1,0.0,0.0
BTC,1d,st2.0,1,L+S,bear_2026q1,13.35,-26.8,True,3,0.333,5.95
BTC,1d,st2.0,2,L,bear_2026q1,-11.89,-26.8,True,1,0.0,0.0
BTC,1d,st2.0,2,L+S,bear_2026q1,26.7,-26.8,True,3,0.333,11.89
BTC,1d,st2.0,3,L,bear_2026q1,-17.84,-26.8,True,1,0.0,0.0
BTC,1d,st2.0,3,L+S,bear_2026q1,40.05,-26.8,True,3,0.333,17.84
BTC,1d,st3.0,1,L,bear_2026q1,-5.95,-26.8,True,1,0.0,0.0
BTC,1d,st3.0,1,L+S,bear_2026q1,13.35,-26.8,True,3,0.333,5.95
BTC,1d,st3.0,2,L,bear_2026q1,-11.89,-26.8,True,1,0.0,0.0
BTC,1d,st3.0,2,L+S,bear_2026q1,26.7,-26.8,True,3,0.333,11.89
BTC,1d,st3.0,3,L,bear_2026q1,-17.84,-26.8,True,1,0.0,0.0
BTC,1d,st3.0,3,L+S,bear_2026q1,40.05,-26.8,True,3,0.333,17.84
BTC,1d,st4.0,1,L,bear_2026q1,-10.76,-26.8,True,1,0.0,0.0
BTC,1d,st4.0,1,L+S,bear_2026q1,3.5,-26.8,True,3,0.333,10.76
BTC,1d,st4.0,2,L,bear_2026q1,-21.52,-26.8,True,1,0.0,0.0
BTC,1d,st4.0,2,L+S,bear_2026q1,7.0,-26.8,True,3,0.333,21.52
BTC,1d,st4.0,3,L,bear_2026q1,-32.28,-26.8,False,1,0.0,0.0
BTC,1d,st4.0,3,L+S,bear_2026q1,10.49,-26.8,True,3,0.333,32.28
BTC,1d,ema20/50,1,L,bear_2025q4,-16.1,-23.3,True,2,0.0,10.42
BTC,1d,ema20/50,1,L+S,bear_2025q4,-10.12,-23.3,True,4,0.25,19.42
BTC,1d,ema20/50,2,L,bear_2025q4,-32.2,-23.3,False,2,0.0,20.84
BTC,1d,ema20/50,2,L+S,bear_2025q4,-20.25,-23.3,True,4,0.25,38.83
BTC,1d,ema20/50,3,L,bear_2025q4,-48.3,-23.3,False,2,0.0,31.27
BTC,1d,ema20/50,3,L+S,bear_2025q4,-30.37,-23.3,False,4,0.25,58.25
BTC,1d,ema50/200,1,L,bear_2025q4,-20.21,-23.3,True,1,0.0,0.0
BTC,1d,ema50/200,1,L+S,bear_2025q4,-18.33,-23.3,True,2,0.5,0.0
BTC,1d,ema50/200,2,L,bear_2025q4,-40.42,-23.3,False,1,0.0,0.0
BTC,1d,ema50/200,2,L+S,bear_2025q4,-36.66,-23.3,False,2,0.5,0.0
BTC,1d,ema50/200,3,L,bear_2025q4,-60.63,-23.3,False,1,0.0,0.0
BTC,1d,ema50/200,3,L+S,bear_2025q4,-55.0,-23.3,False,2,0.5,0.0
BTC,1d,ema10/30,1,L,bear_2025q4,-10.53,-23.3,True,2,0.0,4.85
BTC,1d,ema10/30,1,L+S,bear_2025q4,0.41,-23.3,True,4,0.25,13.85
BTC,1d,ema10/30,2,L,bear_2025q4,-21.06,-23.3,True,2,0.0,9.71
BTC,1d,ema10/30,2,L+S,bear_2025q4,0.82,-23.3,True,4,0.25,27.7
BTC,1d,ema10/30,3,L,bear_2025q4,-31.6,-23.3,False,2,0.0,14.56
BTC,1d,ema10/30,3,L+S,bear_2025q4,1.23,-23.3,True,4,0.25,41.54
BTC,1d,ema20/100,1,L,bear_2025q4,-4.35,-23.3,True,1,0.0,0.0
BTC,1d,ema20/100,1,L+S,bear_2025q4,13.77,-23.3,True,2,0.5,0.0
BTC,1d,ema20/100,2,L,bear_2025q4,-8.69,-23.3,True,1,0.0,0.0
BTC,1d,ema20/100,2,L+S,bear_2025q4,27.54,-23.3,True,2,0.5,0.0
BTC,1d,ema20/100,3,L,bear_2025q4,-13.04,-23.3,True,1,0.0,0.0
BTC,1d,ema20/100,3,L+S,bear_2025q4,41.3,-23.3,True,2,0.5,0.0
BTC,1d,ema5/20,1,L,bear_2025q4,-13.68,-23.3,True,3,0.0,10.61
BTC,1d,ema5/20,1,L+S,bear_2025q4,-5.3,-23.3,True,6,0.167,19.99
BTC,1d,ema5/20,2,L,bear_2025q4,-27.36,-23.3,False,3,0.0,21.23
BTC,1d,ema5/20,2,L+S,bear_2025q4,-10.61,-23.3,True,6,0.167,39.98
BTC,1d,ema5/20,3,L,bear_2025q4,-41.04,-23.3,False,3,0.0,31.84
BTC,1d,ema5/20,3,L+S,bear_2025q4,-15.91,-23.3,True,6,0.167,59.98
BTC,1d,c>ema50,1,L,bear_2025q4,-5.62,-23.3,True,3,0.0,3.12
BTC,1d,c>ema50,1,L+S,bear_2025q4,10.84,-23.3,True,6,0.167,6.49
BTC,1d,c>ema50,2,L,bear_2025q4,-11.24,-23.3,True,3,0.0,6.24
BTC,1d,c>ema50,2,L+S,bear_2025q4,21.68,-23.3,True,6,0.167,12.99
BTC,1d,c>ema50,3,L,bear_2025q4,-16.85,-23.3,True,3,0.0,9.36
BTC,1d,c>ema50,3,L+S,bear_2025q4,32.52,-23.3,True,6,0.167,19.48
BTC,1d,c>ema100,1,L,bear_2025q4,-11.23,-23.3,True,4,0.25,5.92
BTC,1d,c>ema100,1,L+S,bear_2025q4,-0.15,-23.3,True,8,0.25,12.23
BTC,1d,c>ema100,2,L,bear_2025q4,-22.46,-23.3,True,4,0.25,11.84
BTC,1d,c>ema100,2,L+S,bear_2025q4,-0.31,-23.3,True,8,0.25,24.46
BTC,1d,c>ema100,3,L,bear_2025q4,-33.68,-23.3,False,4,0.25,17.76
BTC,1d,c>ema100,3,L+S,bear_2025q4,-0.46,-23.3,True,8,0.25,36.69
BTC,1d,c>ema200,1,L,bear_2025q4,-13.69,-23.3,True,4,0.0,5.8
BTC,1d,c>ema200,1,L+S,bear_2025q4,-4.66,-23.3,True,8,0.125,11.87
BTC,1d,c>ema200,2,L,bear_2025q4,-27.39,-23.3,False,4,0.0,11.6
BTC,1d,c>ema200,2,L+S,bear_2025q4,-9.33,-23.3,True,8,0.125,23.74
BTC,1d,c>ema200,3,L,bear_2025q4,-41.08,-23.3,False,4,0.0,17.4
BTC,1d,c>ema200,3,L+S,bear_2025q4,-13.99,-23.3,True,8,0.125,35.62
BTC,1d,macd12/26,1,L,bear_2025q4,-16.44,-23.3,True,4,0.0,13.38
BTC,1d,macd12/26,1,L+S,bear_2025q4,-10.09,-23.3,True,7,0.143,19.99
BTC,1d,macd12/26,2,L,bear_2025q4,-32.89,-23.3,False,4,0.0,26.75
BTC,1d,macd12/26,2,L+S,bear_2025q4,-20.17,-23.3,True,7,0.143,39.98
BTC,1d,macd12/26,3,L,bear_2025q4,-49.33,-23.3,False,4,0.0,40.13
BTC,1d,macd12/26,3,L+S,bear_2025q4,-30.26,-23.3,False,7,0.143,59.97
BTC,1d,macd26/52,1,L,bear_2025q4,-10.53,-23.3,True,2,0.0,4.85
BTC,1d,macd26/52,1,L+S,bear_2025q4,0.41,-23.3,True,4,0.25,13.85
BTC,1d,macd26/52,2,L,bear_2025q4,-21.06,-23.3,True,2,0.0,9.71
BTC,1d,macd26/52,2,L+S,bear_2025q4,0.82,-23.3,True,4,0.25,27.7
BTC,1d,macd26/52,3,L,bear_2025q4,-31.6,-23.3,False,2,0.0,14.56
BTC,1d,macd26/52,3,L+S,bear_2025q4,1.23,-23.3,True,4,0.25,41.54
BTC,1d,st2.0,1,L,bear_2025q4,-4.01,-23.3,True,2,0.0,1.51
BTC,1d,st2.0,1,L+S,bear_2025q4,14.11,-23.3,True,4,0.25,3.14
BTC,1d,st2.0,2,L,bear_2025q4,-8.01,-23.3,True,2,0.0,3.02
BTC,1d,st2.0,2,L+S,bear_2025q4,28.22,-23.3,True,4,0.25,6.27
BTC,1d,st2.0,3,L,bear_2025q4,-12.02,-23.3,True,2,0.0,4.53
BTC,1d,st2.0,3,L+S,bear_2025q4,42.33,-23.3,True,4,0.25,9.41
BTC,1d,st3.0,1,L,bear_2025q4,-5.08,-23.3,True,1,0.0,0.0
BTC,1d,st3.0,1,L+S,bear_2025q4,11.68,-23.3,True,3,0.333,5.08
BTC,1d,st3.0,2,L,bear_2025q4,-10.16,-23.3,True,1,0.0,0.0
BTC,1d,st3.0,2,L+S,bear_2025q4,23.36,-23.3,True,3,0.333,10.16
BTC,1d,st3.0,3,L,bear_2025q4,-15.24,-23.3,True,1,0.0,0.0
BTC,1d,st3.0,3,L+S,bear_2025q4,35.05,-23.3,True,3,0.333,15.24
BTC,1d,st4.0,1,L,bear_2025q4,-6.88,-23.3,True,1,0.0,0.0
BTC,1d,st4.0,1,L+S,bear_2025q4,8.33,-23.3,True,3,0.333,6.88
BTC,1d,st4.0,2,L,bear_2025q4,-13.76,-23.3,True,1,0.0,0.0
BTC,1d,st4.0,2,L+S,bear_2025q4,16.67,-23.3,True,3,0.333,13.76
BTC,1d,st4.0,3,L,bear_2025q4,-20.64,-23.3,True,1,0.0,0.0
BTC,1d,st4.0,3,L+S,bear_2025q4,25.0,-23.3,True,3,0.333,20.64
BTC,1d,ema20/50,1,L,bull_2025q3,2.44,6.2,False,1,1.0,0.0
BTC,1d,ema20/50,1,L+S,bull_2025q3,-4.04,6.2,False,2,0.5,6.48
BTC,1d,ema20/50,2,L,bull_2025q3,4.88,6.2,False,1,1.0,0.0
BTC,1d,ema20/50,2,L+S,bull_2025q3,-8.08,6.2,False,2,0.5,12.96
BTC,1d,ema20/50,3,L,bull_2025q3,7.33,6.2,True,1,1.0,0.0
BTC,1d,ema20/50,3,L+S,bull_2025q3,-12.12,6.2,False,2,0.5,19.44
BTC,1d,ema50/200,1,L,bull_2025q3,8.98,6.2,True,1,1.0,0.0
BTC,1d,ema50/200,1,L+S,bull_2025q3,8.98,6.2,True,1,1.0,0.0
BTC,1d,ema50/200,2,L,bull_2025q3,17.97,6.2,True,1,1.0,0.0
BTC,1d,ema50/200,2,L+S,bull_2025q3,17.97,6.2,True,1,1.0,0.0
BTC,1d,ema50/200,3,L,bull_2025q3,26.95,6.2,True,1,1.0,0.0
BTC,1d,ema50/200,3,L+S,bull_2025q3,26.95,6.2,True,1,1.0,0.0
BTC,1d,ema10/30,1,L,bull_2025q3,2.04,6.2,False,3,0.333,0.79
BTC,1d,ema10/30,1,L+S,bull_2025q3,-4.92,6.2,False,5,0.2,5.26
