coin,tf,signal,lev,mode,period,ret,bh_ret,beat_bh,n_trades,win_rate,max_dd
XRP,1h,st4.0,3,L,bear_2026q1,-39.34,-39.4,True,16,0.312,54.47
XRP,1h,st4.0,3,L+S,bear_2026q1,37.47,-39.4,True,33,0.424,57.22
XRP,1h,ema20/50,1,L,bear_2025q4,-24.71,-28.9,True,23,0.261,26.32
XRP,1h,ema20/50,1,L+S,bear_2025q4,-19.19,-28.9,True,47,0.298,29.86
XRP,1h,ema20/50,2,L,bear_2025q4,-49.42,-28.9,False,23,0.261,52.65
XRP,1h,ema20/50,2,L+S,bear_2025q4,-38.39,-28.9,False,47,0.298,59.72
XRP,1h,ema20/50,3,L,bear_2025q4,-74.13,-28.9,False,23,0.261,78.97
XRP,1h,ema20/50,3,L+S,bear_2025q4,-57.58,-28.9,False,47,0.298,89.58
XRP,1h,ema50/200,1,L,bear_2025q4,-23.56,-28.9,True,6,0.0,22.41
XRP,1h,ema50/200,1,L+S,bear_2025q4,-14.43,-28.9,True,11,0.273,21.43
XRP,1h,ema50/200,2,L,bear_2025q4,-47.12,-28.9,False,6,0.0,44.82
XRP,1h,ema50/200,2,L+S,bear_2025q4,-28.87,-28.9,True,11,0.273,42.87
XRP,1h,ema50/200,3,L,bear_2025q4,-70.68,-28.9,False,6,0.0,67.24
XRP,1h,ema50/200,3,L+S,bear_2025q4,-43.3,-28.9,False,11,0.273,64.3
XRP,1h,ema10/30,1,L,bear_2025q4,-16.52,-28.9,True,32,0.188,19.1
XRP,1h,ema10/30,1,L+S,bear_2025q4,-3.58,-28.9,True,65,0.246,25.63
XRP,1h,ema10/30,2,L,bear_2025q4,-33.04,-28.9,False,32,0.188,38.2
XRP,1h,ema10/30,2,L+S,bear_2025q4,-7.17,-28.9,True,65,0.246,51.25
XRP,1h,ema10/30,3,L,bear_2025q4,-49.56,-28.9,False,32,0.188,57.3
XRP,1h,ema10/30,3,L+S,bear_2025q4,-10.75,-28.9,True,65,0.246,76.88
XRP,1h,ema20/100,1,L,bear_2025q4,-6.9,-28.9,True,12,0.417,12.09
XRP,1h,ema20/100,1,L+S,bear_2025q4,17.4,-28.9,True,23,0.435,18.37
XRP,1h,ema20/100,2,L,bear_2025q4,-13.79,-28.9,True,12,0.417,24.19
XRP,1h,ema20/100,2,L+S,bear_2025q4,34.8,-28.9,True,23,0.435,36.74
XRP,1h,ema20/100,3,L,bear_2025q4,-20.69,-28.9,True,12,0.417,36.28
XRP,1h,ema20/100,3,L+S,bear_2025q4,52.19,-28.9,True,23,0.435,55.12
XRP,1h,ema5/20,1,L,bear_2025q4,-8.62,-28.9,True,53,0.226,14.19
XRP,1h,ema5/20,1,L+S,bear_2025q4,12.41,-28.9,True,107,0.318,21.69
XRP,1h,ema5/20,2,L,bear_2025q4,-17.24,-28.9,True,53,0.226,28.37
XRP,1h,ema5/20,2,L+S,bear_2025q4,24.81,-28.9,True,107,0.318,43.37
XRP,1h,ema5/20,3,L,bear_2025q4,-25.85,-28.9,True,53,0.226,42.56
XRP,1h,ema5/20,3,L+S,bear_2025q4,37.22,-28.9,True,107,0.318,65.06
XRP,1h,c>ema50,1,L,bear_2025q4,-10.56,-28.9,True,69,0.174,15.6
XRP,1h,c>ema50,1,L+S,bear_2025q4,8.82,-28.9,True,139,0.201,22.39
XRP,1h,c>ema50,2,L,bear_2025q4,-21.11,-28.9,True,69,0.174,31.21
XRP,1h,c>ema50,2,L+S,bear_2025q4,17.65,-28.9,True,139,0.201,44.78
XRP,1h,c>ema50,3,L,bear_2025q4,-31.67,-28.9,False,69,0.174,46.81
XRP,1h,c>ema50,3,L+S,bear_2025q4,26.47,-28.9,True,139,0.201,67.16
XRP,1h,c>ema100,1,L,bear_2025q4,-17.18,-28.9,True,54,0.148,21.51
XRP,1h,c>ema100,1,L+S,bear_2025q4,-3.93,-28.9,True,108,0.148,19.49
XRP,1h,c>ema100,2,L,bear_2025q4,-34.36,-28.9,False,54,0.148,43.02
XRP,1h,c>ema100,2,L+S,bear_2025q4,-7.85,-28.9,True,108,0.148,38.98
XRP,1h,c>ema100,3,L,bear_2025q4,-51.55,-28.9,False,54,0.148,64.54
XRP,1h,c>ema100,3,L+S,bear_2025q4,-11.78,-28.9,True,108,0.148,58.47
XRP,1h,c>ema200,1,L,bear_2025q4,-15.79,-28.9,True,30,0.133,16.07
XRP,1h,c>ema200,1,L+S,bear_2025q4,-0.25,-28.9,True,59,0.169,16.43
XRP,1h,c>ema200,2,L,bear_2025q4,-31.58,-28.9,False,30,0.133,32.15
XRP,1h,c>ema200,2,L+S,bear_2025q4,-0.5,-28.9,True,59,0.169,32.86
XRP,1h,c>ema200,3,L,bear_2025q4,-47.37,-28.9,False,30,0.133,48.22
XRP,1h,c>ema200,3,L+S,bear_2025q4,-0.74,-28.9,True,59,0.169,49.29
XRP,1h,macd12/26,1,L,bear_2025q4,-18.62,-28.9,True,75,0.293,28.22
XRP,1h,macd12/26,1,L+S,bear_2025q4,-8.13,-28.9,True,150,0.313,34.99
XRP,1h,macd12/26,2,L,bear_2025q4,-37.24,-28.9,False,75,0.293,56.45
XRP,1h,macd12/26,2,L+S,bear_2025q4,-16.26,-28.9,True,150,0.313,69.99
XRP,1h,macd12/26,3,L,bear_2025q4,-55.86,-28.9,False,75,0.293,84.67
XRP,1h,macd12/26,3,L+S,bear_2025q4,-24.38,-28.9,True,150,0.313,104.98
XRP,1h,macd26/52,1,L,bear_2025q4,-11.94,-28.9,True,31,0.258,24.49
XRP,1h,macd26/52,1,L+S,bear_2025q4,5.91,-28.9,True,63,0.365,31.09
XRP,1h,macd26/52,2,L,bear_2025q4,-23.88,-28.9,True,31,0.258,48.99
XRP,1h,macd26/52,2,L+S,bear_2025q4,11.82,-28.9,True,63,0.365,62.18
XRP,1h,macd26/52,3,L,bear_2025q4,-35.82,-28.9,False,31,0.258,73.48
XRP,1h,macd26/52,3,L+S,bear_2025q4,17.73,-28.9,True,63,0.365,93.27
XRP,1h,st2.0,1,L,bear_2025q4,-3.4,-28.9,True,37,0.324,9.99
XRP,1h,st2.0,1,L+S,bear_2025q4,22.78,-28.9,True,74,0.378,18.57
XRP,1h,st2.0,2,L,bear_2025q4,-6.79,-28.9,True,37,0.324,19.97
XRP,1h,st2.0,2,L+S,bear_2025q4,45.57,-28.9,True,74,0.378,37.15
XRP,1h,st2.0,3,L,bear_2025q4,-10.19,-28.9,True,37,0.324,29.96
XRP,1h,st2.0,3,L+S,bear_2025q4,68.35,-28.9,True,74,0.378,55.72
XRP,1h,st3.0,1,L,bear_2025q4,-17.92,-28.9,True,22,0.318,17.91
XRP,1h,st3.0,1,L+S,bear_2025q4,-5.24,-28.9,True,44,0.409,20.2
XRP,1h,st3.0,2,L,bear_2025q4,-35.83,-28.9,False,22,0.318,35.82
XRP,1h,st3.0,2,L+S,bear_2025q4,-10.49,-28.9,True,44,0.409,40.39
XRP,1h,st3.0,3,L,bear_2025q4,-53.75,-28.9,False,22,0.318,53.73
XRP,1h,st3.0,3,L+S,bear_2025q4,-15.73,-28.9,True,44,0.409,60.59
XRP,1h,st4.0,1,L,bear_2025q4,-5.85,-28.9,True,12,0.333,11.0
XRP,1h,st4.0,1,L+S,bear_2025q4,18.62,-28.9,True,24,0.417,15.91
XRP,1h,st4.0,2,L,bear_2025q4,-11.7,-28.9,True,12,0.333,22.0
XRP,1h,st4.0,2,L+S,bear_2025q4,37.25,-28.9,True,24,0.417,31.81
XRP,1h,st4.0,3,L,bear_2025q4,-17.55,-28.9,True,12,0.333,33.0
XRP,1h,st4.0,3,L+S,bear_2025q4,55.87,-28.9,True,24,0.417,47.72
XRP,1h,ema20/50,1,L,bull_2025q3,39.54,39.3,True,19,0.263,18.31
XRP,1h,ema20/50,1,L+S,bull_2025q3,33.61,39.3,False,39,0.308,24.8
XRP,1h,ema20/50,2,L,bull_2025q3,79.08,39.3,True,19,0.263,36.63
XRP,1h,ema20/50,2,L+S,bull_2025q3,67.23,39.3,True,39,0.308,49.59
XRP,1h,ema20/50,3,L,bull_2025q3,118.62,39.3,True,19,0.263,54.94
XRP,1h,ema20/50,3,L+S,bull_2025q3,100.84,39.3,True,39,0.308,74.39
XRP,1h,ema50/200,1,L,bull_2025q3,16.06,39.3,False,8,0.25,14.39
XRP,1h,ema50/200,1,L+S,bull_2025q3,-10.88,39.3,False,16,0.25,41.53
XRP,1h,ema50/200,2,L,bull_2025q3,32.11,39.3,False,8,0.25,28.78
XRP,1h,ema50/200,2,L+S,bull_2025q3,-21.76,39.3,False,16,0.25,83.06
XRP,1h,ema50/200,3,L,bull_2025q3,48.17,39.3,True,8,0.25,43.16
XRP,1h,ema50/200,3,L+S,bull_2025q3,-32.64,39.3,False,16,0.25,124.6
XRP,1h,ema10/30,1,L,bull_2025q3,42.08,39.3,True,39,0.385,17.59
XRP,1h,ema10/30,1,L+S,bull_2025q3,44.68,39.3,True,78,0.397,21.33
XRP,1h,ema10/30,2,L,bull_2025q3,84.16,39.3,True,39,0.385,35.19
XRP,1h,ema10/30,2,L+S,bull_2025q3,89.36,39.3,True,78,0.397,42.66
XRP,1h,ema10/30,3,L,bull_2025q3,126.24,39.3,True,39,0.385,52.78
XRP,1h,ema10/30,3,L+S,bull_2025q3,134.04,39.3,True,78,0.397,63.99
XRP,1h,ema20/100,1,L,bull_2025q3,34.41,39.3,False,16,0.312,14.85
XRP,1h,ema20/100,1,L+S,bull_2025q3,26.62,39.3,False,32,0.344,20.24
XRP,1h,ema20/100,2,L,bull_2025q3,68.83,39.3,True,16,0.312,29.7
XRP,1h,ema20/100,2,L+S,bull_2025q3,53.25,39.3,True,32,0.344,40.48
XRP,1h,ema20/100,3,L,bull_2025q3,103.24,39.3,True,16,0.312,44.55
XRP,1h,ema20/100,3,L+S,bull_2025q3,79.87,39.3,True,32,0.344,60.72
XRP,1h,ema5/20,1,L,bull_2025q3,33.87,39.3,False,69,0.377,13.04
XRP,1h,ema5/20,1,L+S,bull_2025q3,28.83,39.3,False,138,0.333,16.2
XRP,1h,ema5/20,2,L,bull_2025q3,67.74,39.3,True,69,0.377,26.09
XRP,1h,ema5/20,2,L+S,bull_2025q3,57.66,39.3,True,138,0.333,32.41
XRP,1h,ema5/20,3,L,bull_2025q3,101.61,39.3,True,69,0.377,39.13
XRP,1h,ema5/20,3,L+S,bull_2025q3,86.49,39.3,True,138,0.333,48.61
XRP,1h,c>ema50,1,L,bull_2025q3,44.3,39.3,True,78,0.269,16.24
XRP,1h,c>ema50,1,L+S,bull_2025q3,49.97,39.3,True,157,0.274,24.63
XRP,1h,c>ema50,2,L,bull_2025q3,88.59,39.3,True,78,0.269,32.47
XRP,1h,c>ema50,2,L+S,bull_2025q3,99.95,39.3,True,157,0.274,49.26
XRP,1h,c>ema50,3,L,bull_2025q3,132.89,39.3,True,78,0.269,48.71
XRP,1h,c>ema50,3,L+S,bull_2025q3,149.92,39.3,True,157,0.274,73.89
XRP,1h,c>ema100,1,L,bull_2025q3,48.43,39.3,True,53,0.226,13.54
XRP,1h,c>ema100,1,L+S,bull_2025q3,52.14,39.3,True,107,0.224,15.72
XRP,1h,c>ema100,2,L,bull_2025q3,96.85,39.3,True,53,0.226,27.09
XRP,1h,c>ema100,2,L+S,bull_2025q3,104.28,39.3,True,107,0.224,31.44
XRP,1h,c>ema100,3,L,bull_2025q3,145.28,39.3,True,53,0.226,40.63
XRP,1h,c>ema100,3,L+S,bull_2025q3,156.42,39.3,True,107,0.224,47.16
XRP,1h,c>ema200,1,L,bull_2025q3,27.69,39.3,False,35,0.171,23.0
XRP,1h,c>ema200,1,L+S,bull_2025q3,12.63,39.3,False,70,0.186,36.59
XRP,1h,c>ema200,2,L,bull_2025q3,55.38,39.3,True,35,0.171,46.0
XRP,1h,c>ema200,2,L+S,bull_2025q3,25.26,39.3,False,70,0.186,73.17
XRP,1h,c>ema200,3,L,bull_2025q3,83.08,39.3,True,35,0.171,68.99
XRP,1h,c>ema200,3,L+S,bull_2025q3,37.88,39.3,False,70,0.186,109.76
XRP,1h,macd12/26,1,L,bull_2025q3,10.63,39.3,False,98,0.388,19.32
XRP,1h,macd12/26,1,L+S,bull_2025q3,-17.68,39.3,False,195,0.349,30.62
XRP,1h,macd12/26,2,L,bull_2025q3,21.26,39.3,False,98,0.388,38.64
XRP,1h,macd12/26,2,L+S,bull_2025q3,-35.36,39.3,False,195,0.349,61.25
XRP,1h,macd12/26,3,L,bull_2025q3,31.89,39.3,False,98,0.388,57.95
XRP,1h,macd12/26,3,L+S,bull_2025q3,-53.04,39.3,False,195,0.349,91.87
XRP,1h,macd26/52,1,L,bull_2025q3,43.78,39.3,True,46,0.37,16.08
XRP,1h,macd26/52,1,L+S,bull_2025q3,47.32,39.3,True,92,0.37,16.3
XRP,1h,macd26/52,2,L,bull_2025q3,87.56,39.3,True,46,0.37,32.15
XRP,1h,macd26/52,2,L+S,bull_2025q3,94.65,39.3,True,92,0.37,32.61
XRP,1h,macd26/52,3,L,bull_2025q3,131.34,39.3,True,46,0.37,48.23
XRP,1h,macd26/52,3,L+S,bull_2025q3,141.97,39.3,True,92,0.37,48.91
XRP,1h,st2.0,1,L,bull_2025q3,34.91,39.3,False,49,0.408,19.22
XRP,1h,st2.0,1,L+S,bull_2025q3,30.61,39.3,False,98,0.418,19.74
XRP,1h,st2.0,2,L,bull_2025q3,69.82,39.3,True,49,0.408,38.44
XRP,1h,st2.0,2,L+S,bull_2025q3,61.22,39.3,True,98,0.418,39.47
XRP,1h,st2.0,3,L,bull_2025q3,104.73,39.3,True,49,0.408,57.67
XRP,1h,st2.0,3,L+S,bull_2025q3,91.83,39.3,True,98,0.418,59.21
XRP,1h,st3.0,1,L,bull_2025q3,28.22,39.3,False,27,0.481,27.12
XRP,1h,st3.0,1,L+S,bull_2025q3,17.18,39.3,False,55,0.382,40.63
XRP,1h,st3.0,2,L,bull_2025q3,56.44,39.3,True,27,0.481,54.24
XRP,1h,st3.0,2,L+S,bull_2025q3,34.35,39.3,False,55,0.382,81.25
XRP,1h,st3.0,3,L,bull_2025q3,84.66,39.3,True,27,0.481,81.36
XRP,1h,st3.0,3,L+S,bull_2025q3,51.53,39.3,True,55,0.382,121.88
XRP,1h,st4.0,1,L,bull_2025q3,29.57,39.3,False,19,0.316,29.56
XRP,1h,st4.0,1,L+S,bull_2025q3,13.57,39.3,False,39,0.333,47.92
XRP,1h,st4.0,2,L,bull_2025q3,59.15,39.3,True,19,0.316,59.13
XRP,1h,st4.0,2,L+S,bull_2025q3,27.14,39.3,False,39,0.333,95.85
XRP,1h,st4.0,3,L,bull_2025q3,88.72,39.3,True,19,0.316,88.69
XRP,1h,st4.0,3,L+S,bull_2025q3,40.71,39.3,True,39,0.333,143.77
XRP,1h,ema20/50,1,L,bull_2024h2,188.29,338.0,False,40,0.25,14.37
XRP,1h,ema20/50,1,L+S,bull_2024h2,165.98,338.0,False,80,0.25,23.48
XRP,1h,ema20/50,2,L,bull_2024h2,376.58,338.0,True,40,0.25,28.74
XRP,1h,ema20/50,2,L+S,bull_2024h2,331.95,338.0,False,80,0.25,46.97
XRP,1h,ema20/50,3,L,bull_2024h2,564.86,338.0,True,40,0.25,43.11
XRP,1h,ema20/50,3,L+S,bull_2024h2,497.93,338.0,True,80,0.25,70.45
XRP,1h,ema50/200,1,L,bull_2024h2,304.97,338.0,False,9,0.444,7.84
XRP,1h,ema50/200,1,L+S,bull_2024h2,302.42,338.0,False,19,0.421,19.64
XRP,1h,ema50/200,2,L,bull_2024h2,609.94,338.0,True,9,0.444,15.69
XRP,1h,ema50/200,2,L+S,bull_2024h2,604.83,338.0,True,19,0.421,39.28
XRP,1h,ema50/200,3,L,bull_2024h2,914.9,338.0,True,9,0.444,23.53
XRP,1h,ema50/200,3,L+S,bull_2024h2,907.25,338.0,True,19,0.421,58.92
XRP,1h,ema10/30,1,L,bull_2024h2,189.56,338.0,False,83,0.277,25.59
XRP,1h,ema10/30,1,L+S,bull_2024h2,172.12,338.0,False,165,0.255,41.31
XRP,1h,ema10/30,2,L,bull_2024h2,379.13,338.0,True,83,0.277,51.18
XRP,1h,ema10/30,2,L+S,bull_2024h2,344.24,338.0,True,165,0.255,82.61
XRP,1h,ema10/30,3,L,bull_2024h2,568.69,338.0,True,83,0.277,76.77
XRP,1h,ema10/30,3,L+S,bull_2024h2,516.36,338.0,True,165,0.255,123.92
XRP,1h,ema20/100,1,L,bull_2024h2,216.59,338.0,False,26,0.308,18.93
XRP,1h,ema20/100,1,L+S,bull_2024h2,198.93,338.0,False,53,0.302,36.28
XRP,1h,ema20/100,2,L,bull_2024h2,433.18,338.0,True,26,0.308,37.86
XRP,1h,ema20/100,2,L+S,bull_2024h2,397.86,338.0,True,53,0.302,72.56
XRP,1h,ema20/100,3,L,bull_2024h2,649.77,338.0,True,26,0.308,56.79
XRP,1h,ema20/100,3,L+S,bull_2024h2,596.79,338.0,True,53,0.302,108.84
XRP,1h,ema5/20,1,L,bull_2024h2,118.08,338.0,False,144,0.25,37.26
XRP,1h,ema5/20,1,L+S,bull_2024h2,44.51,338.0,False,287,0.223,63.66
XRP,1h,ema5/20,2,L,bull_2024h2,236.15,338.0,False,144,0.25,74.52
XRP,1h,ema5/20,2,L+S,bull_2024h2,89.01,338.0,False,287,0.223,127.32
XRP,1h,ema5/20,3,L,bull_2024h2,354.23,338.0,True,144,0.25,111.78
XRP,1h,ema5/20,3,L+S,bull_2024h2,133.52,338.0,False,287,0.223,190.99
XRP,1h,c>ema50,1,L,bull_2024h2,149.8,338.0,False,192,0.172,46.76
XRP,1h,c>ema50,1,L+S,bull_2024h2,95.48,338.0,False,384,0.151,85.57
XRP,1h,c>ema50,2,L,bull_2024h2,299.59,338.0,False,192,0.172,93.53
XRP,1h,c>ema50,2,L+S,bull_2024h2,190.96,338.0,False,384,0.151,171.14
XRP,1h,c>ema50,3,L,bull_2024h2,449.39,338.0,True,192,0.172,140.29
XRP,1h,c>ema50,3,L+S,bull_2024h2,286.44,338.0,False,384,0.151,256.7
XRP,1h,c>ema100,1,L,bull_2024h2,163.09,338.0,False,146,0.123,45.36
XRP,1h,c>ema100,1,L+S,bull_2024h2,89.31,338.0,False,292,0.116,85.11
XRP,1h,c>ema100,2,L,bull_2024h2,326.19,338.0,False,146,0.123,90.71
XRP,1h,c>ema100,2,L+S,bull_2024h2,178.61,338.0,False,292,0.116,170.22
XRP,1h,c>ema100,3,L,bull_2024h2,489.28,338.0,True,146,0.123,136.07
XRP,1h,c>ema100,3,L+S,bull_2024h2,267.92,338.0,False,292,0.116,255.33
XRP,1h,c>ema200,1,L,bull_2024h2,307.53,338.0,False,85,0.082,40.16
XRP,1h,c>ema200,1,L+S,bull_2024h2,265.99,338.0,False,171,0.094,67.72
XRP,1h,c>ema200,2,L,bull_2024h2,615.06,338.0,True,85,0.082,80.32
XRP,1h,c>ema200,2,L+S,bull_2024h2,531.97,338.0,True,171,0.094,135.44
XRP,1h,c>ema200,3,L,bull_2024h2,922.58,338.0,True,85,0.082,120.48
XRP,1h,c>ema200,3,L+S,bull_2024h2,797.96,338.0,True,171,0.094,203.17
XRP,1h,macd12/26,1,L,bull_2024h2,57.72,338.0,False,187,0.326,43.36
XRP,1h,macd12/26,1,L+S,bull_2024h2,-58.76,338.0,False,373,0.29,103.31
XRP,1h,macd12/26,2,L,bull_2024h2,115.44,338.0,False,187,0.326,86.72
XRP,1h,macd12/26,2,L+S,bull_2024h2,-117.51,338.0,False,373,0.29,206.62
XRP,1h,macd12/26,3,L,bull_2024h2,173.16,338.0,False,187,0.326,130.07
XRP,1h,macd12/26,3,L+S,bull_2024h2,-176.27,338.0,False,373,0.29,309.94
XRP,1h,macd26/52,1,L,bull_2024h2,136.64,338.0,False,75,0.4,16.14
XRP,1h,macd26/52,1,L+S,bull_2024h2,91.82,338.0,False,149,0.369,38.3
XRP,1h,macd26/52,2,L,bull_2024h2,273.27,338.0,False,75,0.4,32.29
XRP,1h,macd26/52,2,L+S,bull_2024h2,183.63,338.0,False,149,0.369,76.6
XRP,1h,macd26/52,3,L,bull_2024h2,409.91,338.0,True,75,0.4,48.43
XRP,1h,macd26/52,3,L+S,bull_2024h2,275.45,338.0,False,149,0.369,114.9
XRP,1h,st2.0,1,L,bull_2024h2,135.17,338.0,False,82,0.476,20.18
XRP,1h,st2.0,1,L+S,bull_2024h2,88.59,338.0,False,163,0.405,27.16
XRP,1h,st2.0,2,L,bull_2024h2,270.34,338.0,False,82,0.476,40.36
XRP,1h,st2.0,2,L+S,bull_2024h2,177.18,338.0,False,163,0.405,54.31
XRP,1h,st2.0,3,L,bull_2024h2,405.51,338.0,True,82,0.476,60.53
XRP,1h,st2.0,3,L+S,bull_2024h2,265.77,338.0,False,163,0.405,81.47
XRP,1h,st3.0,1,L,bull_2024h2,206.0,338.0,False,41,0.341,15.93
XRP,1h,st3.0,1,L+S,bull_2024h2,187.2,338.0,False,81,0.333,26.68
XRP,1h,st3.0,2,L,bull_2024h2,412.0,338.0,True,41,0.341,31.87
XRP,1h,st3.0,2,L+S,bull_2024h2,374.4,338.0,True,81,0.333,53.36
XRP,1h,st3.0,3,L,bull_2024h2,618.0,338.0,True,41,0.341,47.8
XRP,1h,st3.0,3,L+S,bull_2024h2,561.6,338.0,True,81,0.333,80.03
XRP,1h,st4.0,1,L,bull_2024h2,226.96,338.0,False,27,0.222,22.84
XRP,1h,st4.0,1,L+S,bull_2024h2,214.72,338.0,False,54,0.315,39.65
XRP,1h,st4.0,2,L,bull_2024h2,453.93,338.0,True,27,0.222,45.69
XRP,1h,st4.0,2,L+S,bull_2024h2,429.43,338.0,True,54,0.315,79.31
XRP,1h,st4.0,3,L,bull_2024h2,680.89,338.0,True,27,0.222,68.53
XRP,1h,st4.0,3,L+S,bull_2024h2,644.15,338.0,True,54,0.315,118.96
XRP,1h,ema20/50,1,L,bear_2024h1,-44.4,-22.7,False,45,0.244,33.69
XRP,1h,ema20/50,1,L+S,bear_2024h1,-69.0,-22.7,False,90,0.267,68.07
XRP,1h,ema20/50,2,L,bear_2024h1,-88.79,-22.7,False,45,0.244,67.38
XRP,1h,ema20/50,2,L+S,bear_2024h1,-137.99,-22.7,False,90,0.267,136.13
XRP,1h,ema20/50,3,L,bear_2024h1,-133.19,-22.7,False,45,0.244,101.07
XRP,1h,ema20/50,3,L+S,bear_2024h1,-206.99,-22.7,False,90,0.267,204.2
XRP,1h,ema50/200,1,L,bear_2024h1,-37.74,-22.7,False,16,0.188,35.09
XRP,1h,ema50/200,1,L+S,bear_2024h1,-53.56,-22.7,False,33,0.273,53.38
XRP,1h,ema50/200,2,L,bear_2024h1,-75.48,-22.7,False,16,0.188,70.18
XRP,1h,ema50/200,2,L+S,bear_2024h1,-107.12,-22.7,False,33,0.273,106.76
XRP,1h,ema50/200,3,L,bear_2024h1,-113.21,-22.7,False,16,0.188,105.27
XRP,1h,ema50/200,3,L+S,bear_2024h1,-160.67,-22.7,False,33,0.273,160.15
XRP,1h,ema10/30,1,L,bear_2024h1,-44.96,-22.7,False,83,0.289,45.79
XRP,1h,ema10/30,1,L+S,bear_2024h1,-70.34,-22.7,False,166,0.283,70.14
XRP,1h,ema10/30,2,L,bear_2024h1,-89.93,-22.7,False,83,0.289,91.59
XRP,1h,ema10/30,2,L+S,bear_2024h1,-140.67,-22.7,False,166,0.283,140.29
XRP,1h,ema10/30,3,L,bear_2024h1,-134.89,-22.7,False,83,0.289,137.38
XRP,1h,ema10/30,3,L+S,bear_2024h1,-211.01,-22.7,False,166,0.283,210.43
XRP,1h,ema20/100,1,L,bear_2024h1,-41.48,-22.7,False,30,0.167,30.14
XRP,1h,ema20/100,1,L+S,bear_2024h1,-62.97,-22.7,False,61,0.23,64.52
XRP,1h,ema20/100,2,L,bear_2024h1,-82.96,-22.7,False,30,0.167,60.27
XRP,1h,ema20/100,2,L+S,bear_2024h1,-125.95,-22.7,False,61,0.23,129.03
XRP,1h,ema20/100,3,L,bear_2024h1,-124.43,-22.7,False,30,0.167,90.41
XRP,1h,ema20/100,3,L+S,bear_2024h1,-188.92,-22.7,False,61,0.23,193.55
XRP,1h,ema5/20,1,L,bear_2024h1,-63.44,-22.7,False,142,0.239,64.4
XRP,1h,ema5/20,1,L+S,bear_2024h1,-107.32,-22.7,False,284,0.243,108.77
XRP,1h,ema5/20,2,L,bear_2024h1,-126.89,-22.7,False,142,0.239,128.79
XRP,1h,ema5/20,2,L+S,bear_2024h1,-214.64,-22.7,False,284,0.243,217.55
XRP,1h,ema5/20,3,L,bear_2024h1,-190.33,-22.7,False,142,0.239,193.19
XRP,1h,ema5/20,3,L+S,bear_2024h1,-321.97,-22.7,False,284,0.243,326.32
XRP,1h,c>ema50,1,L,bear_2024h1,-61.41,-22.7,False,202,0.153,61.48
XRP,1h,c>ema50,1,L+S,bear_2024h1,-102.77,-22.7,False,404,0.166,102.17
XRP,1h,c>ema50,2,L,bear_2024h1,-122.82,-22.7,False,202,0.153,122.96
XRP,1h,c>ema50,2,L+S,bear_2024h1,-205.54,-22.7,False,404,0.166,204.34
XRP,1h,c>ema50,3,L,bear_2024h1,-184.23,-22.7,False,202,0.153,184.44
XRP,1h,c>ema50,3,L+S,bear_2024h1,-308.31,-22.7,False,404,0.166,306.51
XRP,1h,c>ema100,1,L,bear_2024h1,-50.36,-22.7,False,151,0.126,50.14
XRP,1h,c>ema100,1,L+S,bear_2024h1,-80.46,-22.7,False,302,0.136,82.62
XRP,1h,c>ema100,2,L,bear_2024h1,-100.73,-22.7,False,151,0.126,100.28
XRP,1h,c>ema100,2,L+S,bear_2024h1,-160.93,-22.7,False,302,0.136,165.23
XRP,1h,c>ema100,3,L,bear_2024h1,-151.09,-22.7,False,151,0.126,150.42
XRP,1h,c>ema100,3,L+S,bear_2024h1,-241.39,-22.7,False,302,0.136,247.85
XRP,1h,c>ema200,1,L,bear_2024h1,-53.43,-22.7,False,98,0.122,53.2
XRP,1h,c>ema200,1,L+S,bear_2024h1,-84.51,-22.7,False,197,0.127,86.51
XRP,1h,c>ema200,2,L,bear_2024h1,-106.86,-22.7,False,98,0.122,106.41
XRP,1h,c>ema200,2,L+S,bear_2024h1,-169.03,-22.7,False,197,0.127,173.03
XRP,1h,c>ema200,3,L,bear_2024h1,-160.28,-22.7,False,98,0.122,159.61
XRP,1h,c>ema200,3,L+S,bear_2024h1,-253.54,-22.7,False,197,0.127,259.54
XRP,1h,macd12/26,1,L,bear_2024h1,-77.44,-22.7,False,184,0.288,86.29
XRP,1h,macd12/26,1,L+S,bear_2024h1,-136.63,-22.7,False,368,0.285,141.78
XRP,1h,macd12/26,2,L,bear_2024h1,-154.89,-22.7,False,184,0.288,172.59
XRP,1h,macd12/26,2,L+S,bear_2024h1,-273.27,-22.7,False,368,0.285,283.56
XRP,1h,macd12/26,3,L,bear_2024h1,-232.33,-22.7,False,184,0.288,258.88
XRP,1h,macd12/26,3,L+S,bear_2024h1,-409.9,-22.7,False,368,0.285,425.35
XRP,1h,macd26/52,1,L,bear_2024h1,-62.9,-22.7,False,91,0.275,63.89
XRP,1h,macd26/52,1,L+S,bear_2024h1,-107.89,-22.7,False,182,0.253,109.01
XRP,1h,macd26/52,2,L,bear_2024h1,-125.8,-22.7,False,91,0.275,127.79
XRP,1h,macd26/52,2,L+S,bear_2024h1,-215.79,-22.7,False,182,0.253,218.03
XRP,1h,macd26/52,3,L,bear_2024h1,-188.71,-22.7,False,91,0.275,191.68
XRP,1h,macd26/52,3,L+S,bear_2024h1,-323.68,-22.7,False,182,0.253,327.04
XRP,1h,st2.0,1,L,bear_2024h1,-55.47,-22.7,False,83,0.277,56.27
XRP,1h,st2.0,1,L+S,bear_2024h1,-91.53,-22.7,False,166,0.295,92.09
