rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
30,1.5,bb_mid,3,0.3,False,97,42.3,-42.37,61.4,-0.69,4h
40,2.0,bb_mid,7,0.3,True,42,50.0,-43.19,63.92,-0.68,4h
40,2.0,bb_mid,7,0.1,False,210,57.6,-43.24,54.19,-0.8,4h
35,2.0,bb_mid,5,0.1,False,154,51.3,-43.74,50.66,-0.86,4h
30,1.0,atr_3x,3,0.2,False,105,20.0,-43.81,47.36,-0.93,4h
45,1.5,atr_2x,7,0.1,False,231,39.0,-43.86,61.51,-0.71,4h
45,1.5,bb_mid,5,0.2,False,247,51.8,-43.86,68.13,-0.64,4h
45,1.5,atr_3x,5,0.1,False,212,32.1,-43.91,52.57,-0.84,4h
45,2.0,atr_3x,3,0.2,False,193,38.9,-44.09,52.01,-0.85,4h
45,2.0,atr_2x,7,0.1,False,208,47.1,-44.11,60.28,-0.73,4h
40,1.5,bb_mid,3,0.3,False,225,50.7,-44.19,67.41,-0.66,4h
40,1.0,bb_mid,5,0.1,False,246,34.6,-44.2,49.7,-0.89,4h
30,2.0,atr_3x,5,0.1,False,88,35.2,-44.73,48.93,-0.91,4h
40,1.5,atr_2x,3,0.2,False,211,37.4,-45.08,57.64,-0.78,4h
35,1.5,bb_mid,7,0.1,False,164,43.3,-45.12,54.47,-0.83,4h
40,1.0,atr_2x,3,0.2,False,239,28.0,-45.26,55.01,-0.82,4h
30,2.0,atr_2x,7,0.1,False,89,43.8,-45.41,59.89,-0.76,4h
40,2.0,atr_2x,3,0.2,False,193,46.1,-45.41,58.94,-0.77,4h
30,1.5,atr_2x,3,0.2,False,96,34.4,-45.71,58.71,-0.78,4h
35,1.5,atr_3x,3,0.3,True,20,5.0,-45.83,45.83,-1.0,4h
30,2.0,bb_mid,3,0.3,False,91,52.7,-45.9,61.9,-0.74,4h
30,1.0,atr_2x,3,0.3,False,105,26.7,-46.41,55.56,-0.84,4h
45,1.0,atr_2x,7,0.1,False,263,29.3,-46.54,58.81,-0.79,4h
35,2.0,atr_3x,7,0.1,True,19,5.3,-46.69,46.69,-1.0,4h
30,1.5,bb_mid,5,0.2,False,97,42.3,-47.21,65.98,-0.72,4h
40,2.0,atr_3x,7,0.2,True,38,31.6,-47.28,63.79,-0.74,4h
35,2.0,bb_mid,7,0.3,True,23,43.5,-47.41,47.41,-1.0,4h
35,1.5,bb_mid,7,0.3,True,23,30.4,-47.54,48.46,-0.98,4h
45,1.0,bb_mid,3,0.2,False,272,36.4,-48.3,53.34,-0.91,4h
30,1.5,atr_3x,5,0.1,False,96,27.1,-48.36,51.12,-0.95,4h
40,1.0,atr_3x,3,0.1,False,222,18.5,-48.39,48.38,-1.0,4h
35,1.5,atr_3x,3,0.1,False,150,24.7,-49.29,50.31,-0.98,4h
35,1.0,atr_2x,5,0.1,False,177,24.3,-49.54,56.08,-0.88,4h
35,1.5,atr_3x,5,0.2,True,20,5.0,-49.55,49.55,-1.0,4h
30,1.0,atr_3x,7,0.1,False,105,20.0,-49.76,53.06,-0.94,4h
35,1.5,atr_2x,7,0.3,True,23,26.1,-49.79,57.82,-0.86,4h
30,1.0,bb_mid,3,0.3,False,105,27.6,-49.9,58.75,-0.85,4h
40,1.5,bb_mid,5,0.2,False,225,50.7,-49.96,72.16,-0.69,4h
40,2.0,atr_3x,5,0.3,True,38,31.6,-50.41,66.58,-0.76,4h
35,2.0,atr_2x,7,0.2,True,22,27.3,-50.65,50.65,-1.0,4h
35,1.0,bb_mid,5,0.1,False,179,27.9,-50.74,54.79,-0.93,4h
35,2.0,bb_mid,3,0.2,False,154,51.3,-50.98,57.86,-0.88,4h
30,2.0,bb_mid,5,0.2,False,91,52.7,-51.1,66.78,-0.77,4h
30,1.0,atr_2x,5,0.2,False,105,26.7,-51.23,60.35,-0.85,4h
40,1.0,bb_mid,3,0.2,False,246,34.6,-51.35,56.96,-0.9,4h
45,2.0,atr_3x,7,0.1,False,193,38.9,-51.5,58.1,-0.89,4h
35,2.0,atr_3x,3,0.1,False,133,30.1,-51.55,57.17,-0.9,4h
45,1.0,atr_3x,5,0.1,False,247,21.9,-51.71,52.92,-0.98,4h
35,1.0,atr_3x,7,0.2,True,23,4.3,-51.72,51.72,-1.0,4h
45,1.5,atr_3x,3,0.2,False,212,32.1,-51.72,59.84,-0.86,4h
30,1.5,atr_2x,7,0.1,False,96,34.4,-51.77,64.79,-0.8,4h
40,1.0,atr_2x,7,0.1,False,239,28.0,-51.84,61.64,-0.84,4h
30,2.0,atr_3x,3,0.2,False,88,35.2,-51.94,56.0,-0.93,4h
40,1.5,atr_2x,7,0.1,False,211,37.4,-52.14,64.6,-0.81,4h
