rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
35,1.0,bb_mid,5,0.3,False,196,28.6,-75.14,78.67,-0.96,4h
40,1.5,bb_mid,7,0.2,False,225,44.4,-75.35,79.63,-0.95,4h
35,1.5,bb_mid,5,0.3,False,175,41.1,-75.37,80.45,-0.94,4h
35,1.5,atr_2x,5,0.3,False,172,37.8,-75.51,82.75,-0.91,4h
45,1.5,bb_mid,7,0.2,False,254,45.7,-75.76,78.97,-0.96,4h
35,2.0,atr_3x,5,0.3,False,150,35.3,-76.23,79.02,-0.96,4h
45,1.5,atr_3x,7,0.2,False,228,31.6,-76.6,80.85,-0.95,4h
45,1.5,atr_2x,5,0.3,False,243,38.7,-77.25,84.52,-0.91,4h
40,1.0,bb_mid,7,0.2,False,251,31.1,-77.37,79.57,-0.97,4h
40,1.0,atr_3x,7,0.3,False,237,22.8,-77.51,84.65,-0.92,4h
45,2.0,atr_2x,7,0.2,False,218,44.5,-77.72,84.68,-0.92,4h
45,1.0,bb_mid,7,0.2,False,280,32.9,-77.77,79.06,-0.98,4h
40,2.0,atr_3x,7,0.2,False,186,36.0,-77.8,79.96,-0.97,4h
40,1.5,bb_mid,5,0.3,False,225,44.4,-77.99,82.04,-0.95,4h
40,1.5,atr_3x,7,0.3,False,207,33.3,-78.16,88.27,-0.89,4h
35,2.0,bb_mid,7,0.2,False,158,48.7,-78.38,80.17,-0.98,4h
45,1.5,bb_mid,5,0.3,False,254,45.7,-78.4,81.44,-0.96,4h
45,2.0,bb_mid,7,0.2,False,233,52.8,-78.66,80.83,-0.97,4h
45,1.5,atr_3x,5,0.3,False,228,31.6,-79.32,83.22,-0.95,4h
35,2.0,atr_2x,7,0.2,False,155,42.6,-79.59,83.04,-0.96,4h
40,2.0,bb_mid,7,0.2,False,205,51.2,-79.81,81.87,-0.97,4h
40,2.0,atr_2x,7,0.2,False,198,43.4,-79.84,85.21,-0.94,4h
40,1.0,bb_mid,5,0.3,False,251,31.1,-79.87,81.93,-0.97,4h
45,1.0,bb_mid,5,0.3,False,280,32.9,-80.25,81.46,-0.99,4h
45,2.0,atr_2x,5,0.3,False,218,44.5,-80.39,86.85,-0.93,4h
40,2.0,atr_3x,5,0.3,False,186,36.0,-80.52,82.51,-0.98,4h
45,1.0,atr_3x,7,0.3,False,261,23.0,-80.74,85.84,-0.94,4h
35,2.0,bb_mid,5,0.3,False,158,48.7,-80.9,82.56,-0.98,4h
45,2.0,bb_mid,5,0.3,False,233,52.8,-81.21,83.24,-0.98,4h
35,1.5,atr_3x,7,0.3,False,163,31.3,-81.46,89.31,-0.91,4h
