fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
5,50,5.0,2.0,0.6667,3,0.3,2909,21.3,-81.99,82.51,-0.99,15m
5,50,2.0,1.0,0.1429,7,0.1,2909,10.6,-82.09,82.09,-1.0,15m
12,26,3.0,3.0,0.4286,7,0.1,2719,21.0,-82.21,82.68,-0.99,15m
12,26,5.0,1.0,0.1429,7,0.1,2719,9.3,-82.29,82.32,-1.0,15m
9,21,3.0,1.0,0.2,5,0.1,3546,14.1,-82.29,82.29,-1.0,15m
5,50,2.0,3.0,1.0,3,0.3,2909,24.5,-82.41,82.41,-1.0,15m
12,26,2.0,1.0,0.1429,7,0.1,2719,10.2,-82.44,82.44,-1.0,15m
9,26,5.0,1.0,0.1429,7,0.1,3194,10.6,-82.51,82.54,-1.0,15m
9,26,3.0,1.0,0.3333,3,0.2,3194,18.8,-82.57,82.65,-1.0,15m
12,21,5.0,2.0,0.2857,7,0.1,3068,17.4,-82.82,82.82,-1.0,15m
12,21,3.0,1.0,0.3333,3,0.2,3068,18.8,-82.91,82.99,-1.0,15m
9,50,3.0,3.0,1.0,3,0.3,2161,24.7,-82.93,83.12,-1.0,15m
12,21,2.0,1.0,0.1429,7,0.1,3068,11.1,-82.95,83.16,-1.0,15m
9,26,3.0,2.0,0.2857,7,0.1,3194,17.7,-82.98,83.1,-1.0,15m
9,50,3.0,2.0,0.4,5,0.2,2161,18.7,-83.04,83.04,-1.0,15m
12,50,3.0,3.0,0.6,5,0.2,1895,21.4,-83.04,83.04,-1.0,15m
9,21,3.0,2.0,0.4,5,0.1,3546,21.0,-83.1,83.1,-1.0,15m
12,21,2.0,3.0,0.4286,7,0.1,3068,22.8,-83.16,83.16,-1.0,15m
12,26,5.0,2.0,0.6667,3,0.3,2719,24.2,-83.2,83.69,-0.99,15m
9,26,3.0,1.0,0.1429,7,0.1,3194,10.7,-83.36,83.58,-1.0,15m
