entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
3.0,2.0,3.0,0.75,4,0.3,58,48.3,38.19,5.05,7.56
1.0,1.0,2.0,0.4,5,0.1,1153,39.8,38.16,9.84,3.88
3.0,3.0,2.0,0.4,5,0.3,57,26.3,38.03,8.01,4.75
1.5,2.0,1.0,0.25,4,0.1,379,25.1,37.87,2.32,16.34
2.0,1.0,3.0,0.75,4,0.2,189,60.8,37.7,5.28,7.14
1.5,2.0,5.0,1.0,5,0.1,360,42.8,37.67,7.16,5.26
2.0,2.0,5.0,1.25,4,0.3,178,46.6,37.62,15.97,2.36
2.0,1.0,10.0,2.0,5,0.3,183,74.3,37.59,19.78,1.9
1.0,3.0,5.0,1.6667,3,0.3,838,39.3,37.46,31.65,1.18
3.0,2.0,10.0,2.5,4,0.3,55,69.1,37.39,12.7,2.94
2.0,3.0,5.0,1.0,5,0.2,172,32.6,37.38,16.4,2.28
3.0,5.0,1.0,0.25,4,0.3,56,16.1,37.19,10.04,3.71
3.0,2.0,3.0,0.6,5,0.2,58,48.3,37.17,3.5,10.63
3.0,2.0,10.0,2.0,5,0.2,55,67.3,36.92,8.36,4.42
1.5,2.0,10.0,2.0,5,0.1,340,57.4,36.75,8.72,4.21
1.5,3.0,5.0,1.25,4,0.2,348,34.8,36.33,13.5,2.69
1.0,2.0,5.0,1.6667,3,0.3,915,49.6,36.13,43.63,0.83
1.0,2.0,3.0,1.0,3,0.3,1002,38.1,36.05,37.16,0.97
3.0,5.0,10.0,2.5,4,0.3,52,42.3,35.79,22.92,1.56
2.0,2.0,3.0,0.75,4,0.2,180,38.9,35.69,9.63,3.71
2.0,2.0,1.0,0.2,5,0.1,184,28.8,35.56,1.74,20.43
2.0,2.0,1.0,0.5,2,0.3,181,35.4,35.43,4.9,7.23
2.0,2.0,5.0,1.0,5,0.2,178,42.7,35.26,11.79,2.99
1.5,1.0,3.0,0.6,5,0.2,378,48.9,35.18,11.96,2.94
2.0,1.0,3.0,1.0,3,0.3,187,64.2,35.15,5.25,6.69
