fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
5,26,5.0,3.0,1.0,3,0.1,4155,24.2,-62.65,62.65,-1.0,15m
5,50,5.0,3.0,0.6,5,0.1,2815,19.2,-62.75,63.14,-0.99,15m
12,26,5.0,3.0,1.0,3,0.2,2618,24.8,-62.98,63.11,-1.0,15m
12,50,5.0,3.0,0.4286,7,0.1,1888,15.8,-63.13,63.53,-0.99,15m
12,50,3.0,1.0,0.3333,3,0.2,1888,13.9,-63.17,63.7,-0.99,15m
9,50,5.0,3.0,0.4286,7,0.1,2165,16.0,-63.18,64.41,-0.98,15m
12,26,5.0,2.0,0.4,5,0.1,2618,17.3,-63.19,63.72,-0.99,15m
9,26,5.0,2.0,0.6667,3,0.2,3025,22.8,-63.29,64.53,-0.98,15m
12,50,5.0,3.0,1.0,3,0.2,1888,23.2,-63.31,64.13,-0.99,15m
12,21,5.0,3.0,0.4286,7,0.1,2925,19.0,-63.81,66.96,-0.95,15m
12,50,5.0,2.0,0.2857,7,0.1,1888,11.7,-63.85,64.34,-0.99,15m
12,50,2.0,1.0,0.3333,3,0.2,1888,16.3,-64.02,64.55,-0.99,15m
5,50,5.0,2.0,0.6667,3,0.2,2815,20.1,-64.25,64.7,-0.99,15m
12,50,3.0,2.0,0.2857,7,0.1,1888,12.8,-64.37,65.0,-0.99,15m
9,50,3.0,3.0,1.0,3,0.2,2165,23.7,-64.52,65.21,-0.99,15m
9,50,2.0,1.0,0.2,5,0.1,2165,10.8,-64.54,64.66,-1.0,15m
9,50,2.0,3.0,1.0,3,0.2,2165,26.8,-64.66,65.17,-0.99,15m
5,26,3.0,2.0,0.6667,3,0.1,4155,23.0,-64.96,65.06,-1.0,15m
5,26,5.0,2.0,0.6667,3,0.1,4155,22.5,-65.02,65.02,-1.0,15m
12,50,2.0,3.0,0.4286,7,0.1,1888,19.9,-65.3,65.83,-0.99,15m
9,50,3.0,1.0,0.2,5,0.1,2165,9.2,-65.78,66.06,-1.0,15m
12,50,5.0,1.0,0.3333,3,0.2,1888,12.8,-65.8,66.08,-1.0,15m
12,21,2.0,2.0,0.4,5,0.1,2925,21.0,-65.85,66.36,-0.99,15m
12,26,5.0,3.0,0.6,5,0.1,2618,21.0,-65.94,66.29,-0.99,15m
9,26,5.0,3.0,1.0,3,0.2,3025,25.0,-66.06,66.95,-0.99,15m
12,50,2.0,2.0,0.2857,7,0.1,1888,14.9,-66.13,66.75,-0.99,15m
5,50,5.0,1.0,0.2,5,0.1,2815,9.5,-66.46,66.46,-1.0,15m
9,50,5.0,1.0,0.3333,3,0.2,2165,13.2,-66.63,67.76,-0.98,15m
5,50,3.0,3.0,1.0,3,0.2,2815,22.9,-66.8,67.16,-0.99,15m
