rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,use_ema200,return_pct,max_drawdown,calmar,trades,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,positive_years,total_years,pos_year_rate,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,bh_excess
20,70,2.0,atr_3x,2,0.3,True,7.58,16.93,0.45,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-11.4,0.9,6.0,0.0,7.3,2.5,-1.7,1.2,3.9,-531.42
20,70,2.0,atr_3x,1,0.7,True,8.5,19.58,0.43,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-13.4,1.0,6.9,0.0,8.5,2.9,-2.0,1.4,4.6,-530.5
20,70,2.0,atr_3x,3,0.3,True,10.02,24.74,0.4,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-17.2,1.2,8.7,0.0,10.9,3.7,-2.6,1.8,5.9,-528.98
20,70,2.0,atr_3x,2,0.5,True,10.61,27.25,0.39,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-19.1,1.4,9.6,0.0,12.1,4.1,-2.9,2.0,6.6,-528.39
20,70,2.0,atr_3x,2,0.7,True,11.9,36.76,0.32,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-26.7,1.8,12.8,0.0,16.8,5.7,-4.0,2.8,9.2,-527.1
20,70,2.0,atr_3x,3,0.5,True,11.94,39.0,0.31,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-28.6,1.9,13.6,0.0,18.0,6.0,-4.3,3.0,9.8,-527.06
20,70,2.0,atr_3x,3,0.7,True,9.9,51.39,0.19,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-39.5,2.4,17.6,0.0,24.8,8.4,-6.0,4.3,13.8,-529.1
35,65,3.0,atr_3x,1,0.3,True,2.53,19.97,0.13,108,50.9,48,45.8,60,55.0,6,10,60.0,11.7,-7.5,-5.5,-0.5,1.1,1.1,2.4,1.1,-0.3,0.2,-536.47
25,70,2.0,atr_3x,1,0.3,True,0.91,8.67,0.11,31,45.2,4,25.0,27,48.1,6,10,60.0,0.0,-5.7,0.4,5.3,-2.2,0.5,1.2,-0.9,0.6,2.0,-538.09
25,70,2.0,atr_3x,1,0.5,True,0.9,14.22,0.06,31,45.2,4,25.0,27,48.1,6,10,60.0,0.0,-9.5,0.7,8.8,-3.7,0.7,2.0,-1.4,1.0,3.3,-538.1
20,70,2.0,atr_2x,1,0.3,True,0.46,8.96,0.05,28,53.6,0,0.0,28,53.6,6,10,60.0,0.0,-5.3,0.9,0.1,0.0,2.1,0.5,-0.9,2.0,1.3,-538.54
25,70,2.0,atr_3x,2,0.3,True,0.72,16.93,0.04,31,45.2,4,25.0,27,48.1,6,10,60.0,0.0,-11.4,0.9,10.6,-4.5,0.8,2.5,-1.7,1.2,3.9,-538.28
25,70,2.0,atr_3x,1,0.7,True,0.41,19.58,0.02,31,45.2,4,25.0,27,48.1,6,10,60.0,0.0,-13.4,1.0,12.3,-5.2,0.9,2.9,-2.0,1.4,4.6,-538.59
35,65,3.0,atr_3x,1,0.5,True,0.36,31.58,0.01,108,50.9,48,45.8,60,55.0,6,10,60.0,19.7,-13.0,-9.3,-1.4,1.1,1.5,3.8,1.6,-0.7,0.2,-538.64
