entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
1.5,5.0,5.0,1.25,4,0.3,853,23.6,130.43,54.37,2.4
3.0,5.0,2.0,0.4,5,0.2,203,17.2,129.72,8.42,15.4
2.0,3.0,2.0,0.4,5,0.1,533,24.0,128.96,4.49,28.74
3.0,3.0,1.0,0.3333,3,0.3,206,26.7,128.54,5.14,24.98
2.0,3.0,1.0,0.5,2,0.3,529,24.8,127.93,6.72,19.03
2.0,3.0,2.0,0.6667,3,0.2,528,28.2,127.58,8.94,14.27
2.0,3.0,5.0,1.6667,3,0.3,499,42.3,127.02,23.91,5.31
2.0,5.0,3.0,0.75,4,0.1,510,22.0,126.59,8.8,14.38
3.0,3.0,2.0,0.4,5,0.2,206,26.7,125.9,6.96,18.09
1.5,5.0,1.0,0.5,2,0.3,968,13.6,124.6,16.96,7.35
3.0,3.0,5.0,1.0,5,0.2,203,37.9,124.13,12.05,10.3
1.0,5.0,1.0,0.25,4,0.1,2603,8.2,123.89,15.08,8.21
2.0,2.0,1.0,0.3333,3,0.2,543,29.3,123.02,4.72,26.05
2.0,5.0,5.0,1.25,4,0.1,494,28.3,122.6,7.65,16.03
1.0,3.0,2.0,0.4,5,0.1,2687,16.6,121.03,24.88,4.86
3.0,2.0,3.0,0.6,5,0.3,207,37.2,120.57,16.82,7.17
2.0,2.0,3.0,0.75,4,0.2,536,37.9,120.26,10.92,11.02
3.0,5.0,3.0,0.6,5,0.2,200,20.0,120.14,13.26,9.06
1.5,3.0,3.0,1.0,3,0.3,969,30.1,119.67,41.68,2.87
1.5,5.0,5.0,1.6667,3,0.3,815,28.7,119.37,50.48,2.36
3.0,2.0,2.0,0.4,5,0.3,208,31.7,119.27,11.62,10.27
1.0,3.0,2.0,0.5,4,0.3,2632,18.2,119.2,67.39,1.77
3.0,3.0,2.0,0.5,4,0.2,206,31.1,119.05,5.75,20.7
3.0,2.0,1.0,0.25,4,0.3,208,29.8,118.74,6.76,17.56
2.0,5.0,3.0,1.5,2,0.2,486,31.1,118.06,12.01,9.83
2.0,3.0,10.0,2.0,5,0.3,486,45.1,117.87,53.53,2.2
2.0,3.0,3.0,0.6,5,0.1,529,27.8,117.35,6.76,17.36
2.0,5.0,1.0,0.5,2,0.2,512,18.0,117.29,8.5,13.79
2.0,5.0,2.0,0.5,4,0.1,512,18.0,117.29,8.5,13.79
1.5,5.0,10.0,2.0,5,0.2,777,32.2,116.82,58.48,2.0
2.0,5.0,2.0,1.0,2,0.2,500,25.0,116.45,7.15,16.28
3.0,3.0,2.0,0.6667,3,0.3,205,32.7,116.04,8.82,13.15
2.0,2.0,1.0,0.2,5,0.1,546,26.6,115.66,2.21,52.42
1.5,1.0,1.0,0.2,5,0.2,1084,31.0,114.3,23.9,4.78
2.0,3.0,5.0,1.25,4,0.2,512,36.5,113.66,14.02,8.11
1.5,2.0,3.0,0.75,4,0.2,1029,34.5,112.93,30.5,3.7
1.5,5.0,2.0,0.4,5,0.1,981,12.2,111.44,12.07,9.23
1.5,5.0,3.0,0.75,4,0.3,933,16.4,110.47,46.7,2.37
2.0,1.0,1.0,0.2,5,0.3,551,32.7,109.53,22.95,4.77
1.5,1.0,1.0,0.25,4,0.3,1082,32.7,109.1,32.57,3.35
1.5,3.0,2.0,0.5,4,0.1,1021,22.4,109.06,8.39,13.0
1.5,3.0,1.0,0.5,2,0.2,1021,22.4,109.06,8.39,13.0
1.5,2.0,1.0,0.5,2,0.3,1043,28.9,108.61,20.75,5.23
3.0,3.0,1.0,0.25,4,0.2,206,24.8,108.47,4.11,26.41
3.0,3.0,3.0,1.0,3,0.3,203,37.9,107.48,10.86,9.9
2.0,2.0,10.0,2.0,5,0.3,505,55.6,106.75,47.04,2.27
2.0,3.0,1.0,0.25,4,0.1,541,21.1,104.65,3.03,34.49
3.0,3.0,3.0,0.75,4,0.2,205,34.6,104.14,8.92,11.68
1.0,1.0,1.0,0.2,5,0.2,2976,27.1,103.79,36.5,2.84
2.0,2.0,5.0,1.0,5,0.2,530,41.5,103.66,20.4,5.08
2.0,3.0,2.0,1.0,2,0.3,520,33.5,103.38,7.9,13.08
2.0,3.0,3.0,1.0,3,0.2,520,33.5,103.38,7.9,13.08
1.5,2.0,5.0,1.0,5,0.3,1006,38.8,103.35,61.09,1.69
3.0,5.0,1.0,0.25,4,0.2,203,15.3,103.25,4.69,22.01
2.0,5.0,1.0,0.3333,3,0.1,523,16.6,101.78,3.63,28.01
3.0,2.0,2.0,0.5,4,0.3,208,35.6,101.27,9.86,10.27
1.5,2.0,2.0,0.4,5,0.1,1046,26.5,100.08,11.15,8.97
2.0,5.0,5.0,2.5,2,0.3,440,38.6,97.45,31.89,3.06
1.5,5.0,2.0,0.6667,3,0.3,944,15.3,96.31,38.12,2.53
2.0,3.0,3.0,1.5,2,0.3,505,40.8,95.2,12.11,7.86
2.0,2.0,1.0,0.5,2,0.3,536,32.5,94.71,6.14,15.43
3.0,2.0,1.0,0.2,5,0.2,208,28.4,93.94,4.62,20.35
3.0,5.0,5.0,1.0,5,0.3,197,22.8,93.92,27.66,3.4
2.0,2.0,5.0,1.6667,3,0.3,515,52.4,91.68,21.88,4.19
1.5,5.0,5.0,1.25,4,0.2,853,23.6,91.21,40.31,2.26
1.5,5.0,1.0,0.25,4,0.1,1008,9.8,91.1,8.48,10.74
2.0,2.0,3.0,1.0,3,0.3,530,41.5,90.67,18.48,4.91
1.5,3.0,3.0,1.5,2,0.3,915,38.5,89.77,38.38,2.34
1.5,3.0,5.0,1.6667,3,0.2,901,40.7,89.59,34.8,2.57
2.0,2.0,2.0,0.6667,3,0.2,536,36.4,89.22,6.52,13.69
2.0,2.0,2.0,0.4,5,0.1,539,30.8,88.79,4.06,21.87
1.5,2.0,2.0,0.6667,3,0.2,1038,32.8,88.75,24.8,3.58
3.0,5.0,2.0,0.5,4,0.2,201,18.4,88.37,8.77,10.07
1.5,2.0,1.0,0.25,4,0.1,1058,22.2,86.96,5.65,15.39
2.0,5.0,10.0,2.0,5,0.1,461,34.3,86.94,21.14,4.11
3.0,5.0,2.0,0.6667,3,0.3,200,20.0,85.52,13.43,6.37
1.5,2.0,5.0,1.25,4,0.3,979,43.6,84.01,62.28,1.35
1.5,3.0,1.0,0.3333,3,0.1,1035,18.9,83.3,4.67,17.83
1.0,3.0,2.0,0.5,4,0.2,2632,18.2,81.77,52.21,1.57
2.0,3.0,5.0,1.0,5,0.1,520,33.5,81.52,6.63,12.3
2.0,2.0,3.0,0.6,5,0.1,536,35.6,81.46,4.96,16.42
2.0,3.0,10.0,2.0,5,0.2,486,45.1,81.03,37.75,2.15
3.0,3.0,1.0,0.5,2,0.3,206,31.1,80.68,4.34,18.6
1.5,5.0,5.0,1.6667,3,0.2,815,28.7,80.12,37.02,2.16
2.0,5.0,3.0,1.0,3,0.1,500,25.0,79.36,5.4,14.7
2.0,5.0,1.0,1.0,1,0.3,500,25.0,79.36,5.4,14.7
1.5,3.0,10.0,2.5,4,0.3,832,49.2,79.09,64.31,1.23
2.0,5.0,2.0,0.6667,3,0.1,510,20.4,79.04,6.17,12.82
3.0,5.0,3.0,0.75,4,0.2,200,21.5,78.93,13.59,5.81
1.0,2.0,2.0,0.4,5,0.1,2796,22.7,78.93,22.46,3.51
3.0,3.0,5.0,1.25,4,0.2,202,40.6,78.12,17.06,4.58
3.0,5.0,1.0,0.3333,3,0.2,203,17.2,77.97,4.36,17.9
3.0,3.0,10.0,10.0,1,0.3,153,87.6,77.86,6.41,12.14
2.0,2.0,1.0,0.25,4,0.1,544,27.4,77.6,2.2,35.2
3.0,2.0,5.0,1.0,5,0.3,205,43.4,76.94,29.08,2.65
2.0,3.0,5.0,1.6667,3,0.2,499,42.3,76.88,16.15,4.76
1.5,2.0,3.0,0.6,5,0.1,1039,31.3,76.65,21.95,3.49
3.0,3.0,10.0,2.0,5,0.3,192,46.9,76.33,55.23,1.38
3.0,2.0,3.0,0.75,4,0.3,207,39.6,76.24,20.24,3.77
3.0,2.0,1.0,0.3333,3,0.3,208,31.7,75.73,5.57,13.61
1.5,5.0,3.0,0.75,4,0.2,933,16.4,75.12,33.8,2.22
3.0,3.0,1.0,0.3333,3,0.2,206,26.7,74.25,3.45,21.52
2.0,3.0,2.0,0.5,4,0.1,529,24.8,74.04,4.53,16.36
2.0,3.0,1.0,0.5,2,0.2,529,24.8,74.04,4.53,16.36
1.5,3.0,3.0,1.0,3,0.2,969,30.1,73.94,29.73,2.49
1.5,3.0,2.0,1.0,2,0.3,969,30.1,73.94,29.73,2.49
1.5,5.0,1.0,0.5,2,0.2,968,13.6,73.83,11.53,6.4
1.5,5.0,2.0,0.5,4,0.1,968,13.6,73.83,11.53,6.4
1.5,5.0,5.0,1.0,5,0.3,893,19.7,73.81,44.03,1.68
1.0,3.0,1.0,0.3333,3,0.1,2717,15.1,73.3,13.39,5.47
1.0,2.0,2.0,0.5,4,0.3,2750,24.9,73.12,57.11,1.28
2.0,3.0,3.0,0.75,4,0.1,528,29.7,72.77,5.96,12.2
2.0,5.0,5.0,1.6667,3,0.1,475,32.4,71.8,9.87,7.27
1.0,5.0,2.0,0.4,5,0.1,2485,10.2,70.91,25.4,2.79
3.0,2.0,3.0,0.6,5,0.2,207,37.2,70.87,11.43,6.2
2.0,2.0,10.0,2.0,5,0.2,505,55.6,70.63,32.77,2.16
3.0,2.0,2.0,0.4,5,0.2,208,31.7,69.91,7.8,8.96
1.5,2.0,5.0,1.0,5,0.2,1006,38.8,69.25,45.96,1.51
3.0,2.0,1.0,0.25,4,0.2,208,29.8,69.15,4.55,15.19
1.5,3.0,3.0,0.75,4,0.1,1000,26.3,68.66,12.64,5.43
2.0,5.0,10.0,5.0,2,0.3,360,54.2,68.57,41.27,1.66
1.0,1.0,1.0,0.25,4,0.3,2966,29.3,68.52,56.76,1.21
2.0,3.0,10.0,2.5,4,0.3,468,49.8,68.42,40.57,1.69
1.5,5.0,3.0,0.6,5,0.1,950,14.6,68.29,17.63,3.87
3.0,3.0,2.0,0.6667,3,0.2,205,32.7,68.07,5.96,11.43
1.5,3.0,10.0,2.0,5,0.1,868,44.7,67.95,28.92,2.35
1.0,2.0,1.0,0.3333,3,0.1,2825,21.2,67.4,10.09,6.68
2.0,3.0,1.0,0.3333,3,0.1,539,22.6,67.2,2.82,23.83
3.0,3.0,10.0,2.5,4,0.3,190,52.1,65.18,53.38,1.22
1.5,1.0,1.0,0.25,4,0.2,1082,32.7,64.5,23.01,2.8
2.0,1.0,1.0,0.2,5,0.2,551,32.7,64.47,15.89,4.06
1.5,2.0,2.0,0.5,4,0.1,1043,28.9,64.14,14.27,4.49
1.5,2.0,1.0,0.5,2,0.2,1043,28.9,64.14,14.27,4.49
3.0,3.0,3.0,1.0,3,0.2,203,37.9,63.82,7.28,8.77
3.0,3.0,2.0,1.0,2,0.3,203,37.9,63.82,7.28,8.77
1.5,3.0,10.0,2.5,4,0.2,832,49.2,63.03,48.46,1.3
1.0,5.0,1.0,0.3333,3,0.1,2532,9.4,62.97,13.64,4.61
1.5,5.0,5.0,1.0,5,0.2,893,19.7,62.92,31.64,1.99
1.5,5.0,10.0,2.0,5,0.1,777,32.2,62.91,34.83,1.81
1.5,5.0,1.0,0.3333,3,0.1,993,11.3,62.9,5.66,11.11
1.5,5.0,2.0,0.6667,3,0.2,944,15.3,62.19,27.08,2.3
1.5,2.0,3.0,1.0,3,0.3,1006,38.8,62.12,42.39,1.47
2.0,3.0,2.0,1.0,2,0.2,520,33.5,61.72,5.33,11.58
3.0,3.0,3.0,0.6,5,0.1,205,32.7,61.67,4.44,13.88
3.0,5.0,1.0,0.5,2,0.3,201,18.4,61.67,6.64,9.29
1.5,3.0,5.0,1.25,4,0.1,938,35.0,61.54,24.19,2.54
2.0,2.0,5.0,1.25,4,0.3,523,44.4,61.11,31.56,1.94
2.0,5.0,5.0,2.5,2,0.2,440,38.6,61.08,22.43,2.72
2.0,5.0,10.0,2.5,4,0.1,440,38.6,61.08,22.43,2.72
1.0,3.0,1.0,0.5,2,0.3,2632,18.2,61.01,42.34,1.44
3.0,2.0,2.0,0.5,4,0.2,208,35.6,60.2,6.63,9.07
3.0,5.0,5.0,1.0,5,0.2,197,22.8,60.18,19.03,3.16
3.0,3.0,1.0,0.2,5,0.1,206,23.8,59.91,2.02,29.7
1.5,3.0,5.0,1.0,5,0.1,969,30.1,59.9,25.34,2.36
3.0,5.0,1.0,0.2,5,0.1,203,14.8,59.39,2.98,19.92
1.5,3.0,2.0,0.6667,3,0.1,1009,25.2,58.62,9.03,6.5
1.5,5.0,3.0,1.0,3,0.3,893,19.7,58.59,28.9,2.03
2.0,2.0,3.0,1.5,2,0.3,520,50.2,58.37,13.57,4.3
2.0,3.0,3.0,1.5,2,0.2,505,40.8,57.74,8.09,7.14
2.0,5.0,10.0,3.3333,3,0.1,414,45.9,57.34,12.56,4.57
